0   0   (0.21875000000000006,0)   (8.4567769453869346e-18,0)   (3.903127820947816e-18,0)   (1.5178830414797062e-18,0)   (3.4694469519536142e-18,0)   (-2.1684043449710089e-19,0)   (-1.214306433183765e-17,0)   (-6.2883726004159257e-18,0)   (0.43750000000000155,0)   (8.1857264022655585e-18,0)   (9.5138740635603014e-18,0)   (7.8875708048320448e-18,0)   (2.3716922523120409e-18,0)   (6.0444271116066872e-18,0)   (-4.1335207826009857e-18,0)   (8.0637536578609392e-19,0)   
0.5   0   (0.23877430558182519,0)   (0.004593141749656823,0)   (0.0071542170074367258,0)   (0.0097744407465724086,0)   (-0.0041228291267666585,0)   (0.0046540692186646275,0)   (-0.0010379879493694385,0)   (0.00085631260702158005,0)   (0.47754861116364106,0)   (-0.035952973408299539,0)   (-0.021141588905955213,0)   (0.024413046025885,0)   (-0.012969026947648005,0)   (0.0037323766475805217,0)   (-0.00083122935228178312,0)   (0.00020006806916403683,0)   
1   0   (0.24037413577417585,0)   (0.012516675528082333,0)   (0.016944660664099897,0)   (0.010705200074509549,0)   (-0.0079534966780971071,0)   (0.011408477988946116,0)   (-0.0022528649257303399,0)   (0.003275579142652175,0)   (0.48074827154833527,0)   (-0.055523311349336926,0)   (-0.021427494049093384,0)   (0.033168604090168044,0)   (-0.027190367372136173,0)   (0.0075738637167950219,0)   (-0.00012310522887575421,0)   (-0.00038532447372496202,0)   
2   0   (0.24081061977278145,0)   (0.017927965571474528,0)   (0.029352535770319155,0)   (0.0073354857005031486,0)   (-0.011288462513488117,0)   (0.021190775459719816,0)   (-0.003917885206455707,0)   (0.010931063045188856,0)   (0.48162123954554037,0)   (-0.087372341032420656,0)   (-0.01395022500212938,0)   (0.036185548595076805,0)   (-0.043346239801003189,0)   (0.020586597709644505,0)   (-0.0025078866794854974,0)   (-0.0020190842582410162,0)   
10   0   (0.24059860289766433,0)   (-0.025153523436881525,0)   (0.035160934812957831,0)   (-0.0027410625692467008,0)   (-0.019224937478048949,0)   (0.028957297277227487,0)   (-0.021384392070096025,0)   (0.047618888026021239,0)   (0.48119720579532549,0)   (-0.17004401341963798,0)   (0.036971099517020441,0)   (0.0073963298195165008,0)   (-0.057480772446584602,0)   (0.080438655065317138,0)   (-0.11138408053631908,0)   (0.084192196414811363,0)   
100   0   (0.24029897711806283,0)   (-0.094687454809453231,0)   (0.028585431966805002,0)   (-0.0066380378135616827,0)   (-0.024622667120346393,0)   (0.033562220652043652,0)   (-0.06586428768197064,0)   (0.021115353861056133,0)   (0.48059795423612672,0)   (-0.22643286257712431,0)   (0.060506456512617129,0)   (-0.013573434014283589,0)   (-0.044502452245663286,0)   (0.081496740191059028,0)   (-0.18004794505438654,0)   (0.1926878079397214,0)   
200   0   (0.2402984885188679,0)   (-0.094796639451322648,0)   (0.028573621304251826,0)   (-0.0066418841357464287,0)   (-0.02463148198209765,0)   (0.033571520410564014,0)   (-0.065946846420499763,0)   (0.021028294705742901,0)   (0.48059697703773641,0)   (-0.22651430405202555,0)   (0.060527415345484295,0)   (-0.01359030897623275,0)   (-0.044486030897369938,0)   (0.081478274739146372,0)   (-0.1801054328143615,0)   (0.1927884860627446,0)   
500   0   (0.24029848822626693,0)   (-0.094796704837363396,0)   (0.02857361423132607,0)   (-0.006641886439142616,0)   (-0.024631487260944357,0)   (0.033571525979789338,0)   (-0.065946895861447696,0)   (0.021028242569596792,0)   (0.48059697645253435,0)   (-0.22651435282384014,0)   (0.060527427896804181,0)   (-0.013590319081903812,0)   (-0.04448602106333098,0)   (0.081478263680952998,0)   (-0.18010546724127305,0)   (0.19278854635442297,0)   
1000   0   (0.2402984882262669,0)   (-0.09479670483736341,0)   (0.02857361423132607,0)   (-0.006641886439142616,0)   (-0.024631487260944357,0)   (0.033571525979789331,0)   (-0.065946895861447682,0)   (0.021028242569596775,0)   (0.48059697645253391,0)   (-0.22651435282384011,0)   (0.060527427896804119,0)   (-0.013590319081903815,0)   (-0.044486021063331015,0)   (0.08147826368095297,0)   (-0.1801054672412731,0)   (0.19278854635442311,0)   
10000   0   (0.24029848822626693,0)   (-0.094796704837363382,0)   (0.028573614231326063,0)   (-0.0066418864391426169,0)   (-0.02463148726094436,0)   (0.033571525979789331,0)   (-0.065946895861447682,0)   (0.021028242569596775,0)   (0.48059697645253435,0)   (-0.22651435282384025,0)   (0.060527427896804153,0)   (-0.013590319081903817,0)   (-0.044486021063330994,0)   (0.08147826368095297,0)   (-0.18010546724127305,0)   (0.19278854635442302,0)   
