0   0   (0.20833333333333334,0)   (1.0408340855860843e-17,0)   (6.9388939039072284e-18,0)   (5.2041704279304213e-18,0)   (4.0476881106125501e-18,0)   (-5.7824115865893572e-18,0)   (0.41666666666666713,0)   (-1.9967390009941375e-18,0)   (2.9996260105432291e-18,0)   (-7.9508159315603655e-19,0)   (7.8604657505199071e-18,0)   (2.8708770025605754e-18,0)   
0.5   0   (0.20867316538311462,0)   (0.022743142705536557,0)   (0.022671379705081898,0)   (0.004428652555094616,0)   (0.0025171579760529445,0)   (0.00057125589262479873,0)   (0.41734633076622912,0)   (-8.8363223632306135e-05,0)   (-8.7978310349039453e-05,0)   (4.5528572472468191e-06,0)   (-1.3250424546994203e-07,0)   (2.9558461025599469e-09,0)   
1   0   (0.20892211315003728,0)   (0.048463076472360235,0)   (0.048138461508620577,0)   (0.018636028122652474,0)   (0.011944669444825326,0)   (0.0048192721747779121,0)   (0.4178442263000744,0)   (-0.00051059571451462593,0)   (-0.0005029447361203504,0)   (5.236464738660321e-05,0)   (-2.8764749259461526e-06,0)   (1.2619809502007529e-07,0)   
2   0   (0.20627117061125352,0)   (0.097528807160151679,0)   (0.097708269305028003,0)   (0.066761775326494244,0)   (0.051054675436124179,0)   (0.032043534020834721,0)   (0.41254234122250688,0)   (-0.0017433426049285087,0)   (-0.0016754430812302907,0)   (0.0003177882277017779,0)   (-2.872311102427529e-05,0)   (2.2710902181303207e-06,0)   
10   0   (0.18664288066835838,0)   (0.15413425457472246,0)   (0.15697197573203642,0)   (0.15681483841861774,0)   (0.15375511297968944,0)   (0.12235906637851238,0)   (0.37328576133671665,0)   (-9.0913557814571282e-05,0)   (-7.4904834649725866e-05,0)   (1.8853414212320412e-05,0)   (-1.2705325541157446e-06,0)   (-5.4722617044119478e-07,0)   
100   0   (0.17878763492637753,0)   (0.15789687745007605,0)   (0.14589075747630173,0)   (0.14589075747630206,0)   (0.15789687745007555,0)   (0.10757526985275473,0)   (0.35757526985275478,0)   (-6.7834091524435798e-17,0)   (-2.3542713277997407e-16,0)   (5.5907720014838329e-18,0)   (5.7153154328126659e-18,0)   (-1.1667718934406364e-17,0)   
200   0   (0.17878758212001444,0)   (0.15789690202612294,0)   (0.14589068009389172,0)   (0.14589068009389208,0)   (0.15789690202612244,0)   (0.10757516424002857,0)   (0.35757516424002878,0)   (-7.6613606656247718e-17,0)   (-2.4508528284561852e-16,0)   (3.4680651963331232e-18,0)   (7.5780801688045998e-18,0)   (-6.3223778413916695e-19,0)   
500   0   (0.17878758211994311,0)   (0.15789690202615619,0)   (0.14589068009378722,0)   (0.14589068009378756,0)   (0.15789690202615564,0)   (0.1075751642398859,0)   (0.35757516423988611,0)   (-6.1843569544930976e-17,0)   (-2.4226497544188597e-16,0)   (4.4452289071905682e-18,0)   (2.4767243377715773e-18,0)   (-8.0070024503949011e-18,0)   
1000   0   (0.17878758211994311,0)   (0.15789690202615619,0)   (0.14589068009378722,0)   (0.14589068009378756,0)   (0.15789690202615564,0)   (0.1075751642398859,0)   (0.35757516423988611,0)   (-6.1843569544930976e-17,0)   (-2.4226497544188597e-16,0)   (4.4452289071905682e-18,0)   (2.4767243377715742e-18,0)   (-8.0070024503949011e-18,0)   
10000   0   (0.17878758211994311,0)   (0.15789690202615619,0)   (0.14589068009378722,0)   (0.14589068009378756,0)   (0.15789690202615564,0)   (0.1075751642398859,0)   (0.35757516423988611,0)   (-6.1843569544930976e-17,0)   (-2.4226497544188597e-16,0)   (4.4452289071905682e-18,0)   (2.4767243377715742e-18,0)   (-8.0070024503949011e-18,0)   
