0   0   (0.22500000000000001,0)   (-1.3877787807814458e-18,0)   (-1.1015494072452724e-17,0)   (1.3270634591222575e-17,0)   (-2.6020852139652105e-19,0)   (-8.2399365108898337e-18,0)   (-8.5868812060851954e-18,0)   (-3.8163916471489759e-18,0)   (-4.1633363423443369e-18,0)   (2.1163626406917045e-17,0)   (0.45000000000000384,0)   (-5.861061419185076e-17,0)   (-2.2063514210080017e-18,0)   (-2.2115013813273076e-17,0)   (1.2265037076242269e-18,0)   (-1.3823577699190182e-18,0)   (-3.8150363944333687e-18,0)   (5.3125906451789717e-18,0)   (5.2448280093986281e-19,0)   (-3.373901635503329e-18,0)   
0.5   0   (0.24421367047523818,0)   (0.010250913120210365,0)   (0.015179987887771425,0)   (0.0078654720114482903,0)   (-0.0040858206475674723,0)   (0.0046245121023920123,0)   (-0.0016399984598009871,0)   (0.0010035408334204546,0)   (-0.00023888085641584126,0)   (0.00013279490478376396,0)   (0.48842734095008972,0)   (-0.030673188704958661,0)   (-0.012495133171621885,0)   (0.017334196522491407,0)   (-0.012979981128385411,0)   (0.0040956189964518807,0)   (-0.00077403979070174726,0)   (0.00011285605498301602,0)   (-1.8539625832043255e-05,0)   (4.2536863860907384e-06,0)   
1   0   (0.24497788137645687,0)   (0.022152961822328409,0)   (0.032043679188495114,0)   (0.0078560438297273199,0)   (-0.0051419817937955201,0)   (0.0091567373564886805,0)   (-0.0040222963495619166,0)   (0.0032883612008800037,0)   (-0.0006947561529304226,0)   (0.00069185708430899245,0)   (0.4899557627521694,0)   (-0.0497373515522294,0)   (-0.011032990068748805,0)   (0.020023393279109798,0)   (-0.019581001945065051,0)   (0.0084570501927409645,0)   (-0.0010879172361202476,0)   (-0.0010044482766859845,0)   (0.00045617696788256064,0)   (-9.448496766171913e-05,0)   
2   0   (0.24519181399358178,0)   (0.034819623748739932,0)   (0.052869674177197144,0)   (0.0040511251706199305,0)   (-0.0051506280728540466,0)   (0.014395632796157775,0)   (-0.01002684771856939,0)   (0.01021321013962646,0)   (-0.0023262271406916083,0)   (0.0042110977755557989,0)   (0.49038362798684859,0)   (-0.07865417488395729,0)   (-0.0050560091007272904,0)   (0.021860079846208098,0)   (-0.025017149158377966,0)   (0.017168277672330354,0)   (-0.010251701567874813,0)   (0.0014853369258585225,0)   (0.0009662037637368471,0)   (-0.00052383325980502431,0)   
10   0   (0.24496396054817959,0)   (0.0087273349130990285,0)   (0.070175231935167073,0)   (-0.016423511797246087,0)   (-0.0036679601833052929,0)   (0.018122694676845283,0)   (-0.028614851153374938,0)   (0.029274349500523524,0)   (-0.006944938071515157,0)   (0.042170209003137581,0)   (0.48992792109632305,0)   (-0.15462236745108349,0)   (0.034443234544235868,0)   (-0.0043643912332213611,0)   (-0.0145412033397859,0)   (0.024517090977932633,0)   (-0.055530278212374759,0)   (0.06603542662667132,0)   (-0.066678474015686579,0)   (0.039440598619085651,0)   
100   0   (0.24482901496867734,0)   (-0.021898469852719232,0)   (0.061932911649385025,0)   (-0.021063224109125558,0)   (-0.0023823057719560376,0)   (0.017215087382572325,0)   (-0.031197441106663712,0)   (0.030789244857846069,0)   (-0.010763802810800881,0)   (0.066756119707892664,0)   (0.48965802993735275,0)   (-0.18000547374060769,0)   (0.051209044368975623,0)   (-0.020710530036068427,0)   (-0.0014868636050803543,0)   (0.0147442134454694,0)   (-0.055829893206919015,0)   (0.098313854058630357,0)   (-0.15373183084148542,0)   (0.13238831733111939,0)   
200   0   (0.24481039448952088,0)   (-0.028145827598916949,0)   (0.060473041209109568,0)   (-0.021489580277003751,0)   (-0.0024426920822856013,0)   (0.017102557642483064,0)   (-0.031205388713347777,0)   (0.031006653969325046,0)   (-0.015272645926483102,0)   (0.061676021229167426,0)   (0.48962078897904082,0)   (-0.18415821072986971,0)   (0.0525224718935213,0)   (-0.021768405804989056,0)   (-0.0013622649920379132,0)   (0.014809097240182725,0)   (-0.054999022021470695,0)   (0.096809905155104597,0)   (-0.15688559803685093,0)   (0.13970377186082419,0)   
500   0   (0.24475791925090101,0)   (-0.045704746430539026,0)   (0.056387867945802,0)   (-0.02268682903701735,0)   (-0.0026147936395673741,0)   (0.016790328239336464,0)   (-0.031233148359143741,0)   (0.03162011746697254,0)   (-0.027951705947385112,0)   (0.047380384611725189,0)   (0.48951583850180524,0)   (-0.19583904385912734,0)   (0.056209954682631451,0)   (-0.024733342518039818,0)   (-0.0010252797257378089,0)   (0.015004294732324747,0)   (-0.052671912566054691,0)   (0.092545207889340883,0)   (-0.16566245593119705,0)   (0.16020977227375041,0)   
1000   0   (0.24469011275214483,0)   (-0.068393706050407788,0)   (0.05110916590038514,0)   (-0.024233867738625101,0)   (-0.0028371768798893873,0)   (0.016386877802695193,0)   (-0.031269018830542492,0)   (0.032412811642681998,0)   (-0.044335100285880349,0)   (0.028908111143517535,0)   (0.48938022550429316,0)   (-0.2109325680786826,0)   (0.060974777744759338,0)   (-0.028564518916026391,0)   (-0.00058984158736257114,0)   (0.015256522652074216,0)   (-0.049664912011059562,0)   (0.087034526492317951,0)   (-0.17700356581370558,0)   (0.18670683215680048,0)   
10000   0   (0.24460799158535249,0)   (-0.095872544678916288,0)   (0.044716074101369192,0)   (-0.026107502649425952,0)   (-0.0031065075709776715,0)   (0.015898254717776034,0)   (-0.031312461937304935,0)   (0.033372851931043404,0)   (-0.064177202204934058,0)   (0.0065361456484556374,0)   (0.48921598317070919,0)   (-0.22921249467353011,0)   (0.06674550527970316,0)   (-0.033204497115177936,0)   (-6.2477859030436362e-05,0)   (0.015561998549626137,0)   (-0.046023101880012934,0)   (0.080360482050487542,0)   (-0.19073890377326239,0)   (0.21879770123387571,0)   
