0   0   (0.2083333333333334,0)   (0,0)   (1.1564823173178713e-18,0)   (-5.7824115865893572e-18,0)   (5.7824115865893572e-18,0)   (-2.3129646346357427e-18,0)   (0.4166666666666658,0)   (-8.0230960763927328e-18,0)   (-5.5655711520922564e-18,0)   (-7.9508159315603655e-19,0)   (2.240684489803376e-18,0)   (-1.8431436932253575e-18,0)   
0.5   0   (0.22121416017901091,0)   (0.014863838556034742,0)   (0.013325161762619799,0)   (0.0046757700126292068,0)   (0.0017895003663625901,0)   (0.0010503501393548053,0)   (0.44242832035802143,0)   (-0.013895524905227127,0)   (-0.012044928777204259,0)   (0.0054345786764815641,0)   (-0.0011011590599967328,0)   (0.00018483848464842574,0)   
1   0   (0.22551122645520358,0)   (0.020864797506064257,0)   (0.01726519325935787,0)   (0.011200121982923476,0)   (0.002829776816402456,0)   (0.0057224206450258086,0)   (0.45102245291040705,0)   (-0.036654729400007059,0)   (-0.028200157270238689,0)   (0.02391361352406763,0)   (-0.0074993491748828372,0)   (0.0018301936774352552,0)   
2   0   (0.22753132517962021,0)   (0.02730152284251882,0)   (0.01751882318647659,0)   (0.015062981601891984,0)   (0.0043208953015744355,0)   (0.019469694714536672,0)   (0.45506265035923926,0)   (-0.065131294256209449,0)   (-0.046129403500253456,0)   (0.057064793051647217,0)   (-0.024458865527814448,0)   (0.0040587262743793876,0)   
10   0   (0.22829871398180701,0)   (0.076236751105504014,0)   (0.034629521099578522,0)   (0.0094813497315197007,0)   (0.053555257599239937,0)   (0.11263406175272504,0)   (0.45659742796361374,0)   (-0.073921099430223153,0)   (-0.062917562459270285,0)   (0.10938286578962382,0)   (-0.037105744466700515,0)   (-0.018234259933731577,0)   
100   0   (0.22792250784487908,0)   (0.093355738851166617,0)   (0.041348470469442573,0)   (0.009350275883067076,0)   (0.069261025783891553,0)   (0.13511468838154608,0)   (0.45584501568975816,0)   (-0.060368981233507361,0)   (-0.071988210550575374,0)   (0.11569288144824258,0)   (-0.019916815893149805,0)   (-0.039853228118883179,0)   
200   0   (0.22792250784262028,0)   (0.093355738955739023,0)   (0.041348470503740249,0)   (0.0093502758835072065,0)   (0.069261025874775312,0)   (0.13511468848978656,0)   (0.45584501568524066,0)   (-0.060368981137472993,0)   (-0.071988210622163817,0)   (0.11569288148134081,0)   (-0.019916815766073622,0)   (-0.039853228302573949,0)   
500   0   (0.2279225078426203,0)   (0.093355738955739009,0)   (0.041348470503740249,0)   (0.0093502758835072065,0)   (0.069261025874775325,0)   (0.13511468848978658,0)   (0.45584501568524072,0)   (-0.060368981137472993,0)   (-0.071988210622163817,0)   (0.11569288148134083,0)   (-0.019916815766073626,0)   (-0.039853228302573949,0)   
1000   0   (0.22792250784262028,0)   (0.093355738955739023,0)   (0.041348470503740249,0)   (0.0093502758835072048,0)   (0.069261025874775325,0)   (0.13511468848978661,0)   (0.45584501568524066,0)   (-0.060368981137472993,0)   (-0.071988210622163817,0)   (0.11569288148134081,0)   (-0.019916815766073622,0)   (-0.039853228302573949,0)   
10000   0   (0.22792250784262028,0)   (0.093355738955739023,0)   (0.041348470503740242,0)   (0.0093502758835072065,0)   (0.069261025874775325,0)   (0.13511468848978658,0)   (0.45584501568524066,0)   (-0.060368981137473,0)   (-0.071988210622163831,0)   (0.1156928814813408,0)   (-0.019916815766073622,0)   (-0.039853228302573949,0)   
