0   0   (0.1875,0)   (-1.7347234759768071e-18,0)   (6.9388939039072284e-18,0)   (-1.3877787807814457e-17,0)   (0.375,0)   (1.7347234759768071e-18,0)   (-7.8062556418956319e-18,0)   (-7.8062556418956319e-18,0)   
0.5   0   (0.19178239368986941,0)   (0.013362315606780795,0)   (0.013362315606780778,0)   (0.0030092571677068176,0)   (0.38356478737973876,0)   (-0.0042914817674822364,0)   (-0.0042914817674822399,0)   (0.00093002810175790034,0)   
1   0   (0.19472627854683555,0)   (0.020089323874118051,0)   (0.020089323874118013,0)   (0.0098313384748019792,0)   (0.38945255709367099,0)   (-0.016221144831197902,0)   (-0.016221144831197871,0)   (0.0076265518096747358,0)   
2   0   (0.19401242581973868,0)   (0.024143443201042104,0)   (0.024143443201042031,0)   (0.022988533752198913,0)   (0.38802485163947731,0)   (-0.040122089937978035,0)   (-0.040122089937977966,0)   (0.035109637144885471,0)   
10   0   (0.19753819004142234,0)   (-0.0080293483343932548,0)   (-0.0080293483343933433,0)   (0.028107161656954979,0)   (0.39507638008284435,0)   (-0.089090474297087732,0)   (-0.089090474297087607,0)   (0.11671223811196373,0)   
100   0   (0.2047653488723116,0)   (-0.042888699868870263,0)   (-0.042888699868870374,0)   (0.012025138200181969,0)   (0.40953069774462303,0)   (-0.11248421924236286,0)   (-0.11248421924236275,0)   (0.14750555954444103,0)   
200   0   (0.20476540200818222,0)   (-0.042888955887695354,0)   (-0.042888955887695465,0)   (0.01202501953599789,0)   (0.40953080401636432,0)   (-0.11248439077313102,0)   (-0.11248439077313091,0)   (0.14750578448036633,0)   
500   0   (0.20476540200826321,0)   (-0.042888955888085764,0)   (-0.042888955888085875,0)   (0.01202501953581693,0)   (0.40953080401652625,0)   (-0.11248439077339258,0)   (-0.11248439077339246,0)   (0.14750578448070931,0)   
1000   0   (0.20476540200826321,0)   (-0.042888955888085764,0)   (-0.042888955888085875,0)   (0.01202501953581693,0)   (0.40953080401652625,0)   (-0.11248439077339258,0)   (-0.11248439077339246,0)   (0.14750578448070931,0)   
10000   0   (0.20476540200826321,0)   (-0.042888955888085764,0)   (-0.042888955888085875,0)   (0.01202501953581693,0)   (0.40953080401652625,0)   (-0.11248439077339258,0)   (-0.11248439077339246,0)   (0.14750578448070931,0)   
