0   0   (0.16666666666666666,0)   (0,0)   (0,0)   (0.33333333333333331,0)   (-6.9388939039072284e-18,0)   (-9.2518585385429707e-18,0)   
0.5   0   (0.16666666666666663,0)   (-0.0013576924476397265,0)   (-0.0013576924476397182,0)   (0.33333333333333343,0)   (-0.020848332466414588,0)   (-0.020848332466414619,0)   
1   0   (0.16666666666666669,0)   (-0.024188941933961084,0)   (-0.024188941933961067,0)   (0.33333333333333343,0)   (-0.071649388533530922,0)   (-0.07164938853353095,0)   
2   0   (0.1666666666666666,0)   (-0.067204580368613029,0)   (-0.067204580368612987,0)   (0.33333333333333331,0)   (-0.14460447707449273,0)   (-0.14460447707449273,0)   
10   0   (0.16666666666666669,0)   (-0.083333323180014129,0)   (-0.083333323180014088,0)   (0.33333333333333343,0)   (-0.16666665644493492,0)   (-0.16666665644493492,0)   
100   0   (0.16666666666666663,0)   (-0.083333333333333343,0)   (-0.083333333333333301,0)   (0.33333333333333343,0)   (-0.16666666666666663,0)   (-0.16666666666666669,0)   
200   0   (0.16666666666666663,0)   (-0.083333333333333343,0)   (-0.083333333333333301,0)   (0.33333333333333343,0)   (-0.16666666666666663,0)   (-0.16666666666666669,0)   
500   0   (0.16666666666666663,0)   (-0.083333333333333343,0)   (-0.083333333333333301,0)   (0.33333333333333343,0)   (-0.16666666666666663,0)   (-0.16666666666666669,0)   
1000   0   (0.16666666666666663,0)   (-0.083333333333333343,0)   (-0.083333333333333301,0)   (0.33333333333333343,0)   (-0.16666666666666663,0)   (-0.16666666666666669,0)   
10000   0   (0.16666666666666663,0)   (-0.083333333333333343,0)   (-0.083333333333333301,0)   (0.33333333333333343,0)   (-0.16666666666666663,0)   (-0.16666666666666669,0)   
