0   0   (0.16666666666666666,0)   (4.6259292692714853e-18,0)   (-9.2518585385429707e-18,0)   (0.33333333333333331,0)   (-1.3877787807814457e-17,0)   (-1.8503717077085941e-17,0)   
0.5   0   (0.1666666666666666,0)   (-0.021551573173957207,0)   (-0.021551573173957221,0)   (0.33333333333333326,0)   (-0.05676922331563862,0)   (-0.056769223315638703,0)   
1   0   (0.1666666666666666,0)   (-0.062710198432153405,0)   (-0.062710198432153419,0)   (0.33333333333333326,0)   (-0.13353496814853139,0)   (-0.13353496814853152,0)   
2   0   (0.1666666666666666,0)   (-0.082432226576131126,0)   (-0.082432226576131154,0)   (0.33333333333333331,0)   (-0.16543406125918908,0)   (-0.16543406125918919,0)   
10   0   (0.16666666666666663,0)   (-0.083333333333330206,0)   (-0.083333333333330234,0)   (0.33333333333333326,0)   (-0.16666666666666347,0)   (-0.1666666666666636,0)   
100   0   (0.16666666666666663,0)   (-0.083333333333333315,0)   (-0.083333333333333343,0)   (0.33333333333333326,0)   (-0.16666666666666657,0)   (-0.16666666666666671,0)   
200   0   (0.16666666666666663,0)   (-0.083333333333333315,0)   (-0.083333333333333343,0)   (0.33333333333333326,0)   (-0.16666666666666657,0)   (-0.16666666666666671,0)   
500   0   (0.16666666666666663,0)   (-0.083333333333333315,0)   (-0.083333333333333343,0)   (0.33333333333333326,0)   (-0.16666666666666657,0)   (-0.16666666666666671,0)   
1000   0   (0.16666666666666663,0)   (-0.083333333333333315,0)   (-0.083333333333333343,0)   (0.33333333333333326,0)   (-0.16666666666666657,0)   (-0.16666666666666671,0)   
10000   0   (0.16666666666666663,0)   (-0.083333333333333315,0)   (-0.083333333333333343,0)   (0.33333333333333326,0)   (-0.16666666666666657,0)   (-0.16666666666666671,0)   
