0   0   (0.22500000000000001,0)   (-2.4719809532669502e-18,0)   (9.7144514654701191e-18,0)   (1.474514954580286e-18,0)   (-7.6327832942979518e-18,0)   (4.5102810375396986e-18,0)   (7.2858385991025901e-18,0)   (-8.6736173798840355e-18,0)   (9.0205620750793972e-18,0)   (-9.0205620750793972e-18,0)   (0.45000000000000434,0)   (2.2989151814839514e-17,0)   (-3.0154372922253092e-18,0)   (1.8352832274748377e-17,0)   (1.0260618309859693e-17,0)   (6.6813958879419207e-19,0)   (-1.4772254600114998e-19,0)   (4.2609145378680321e-18,0)   (6.7491585237222647e-19,0)   (-3.1150483668224148e-18,0)   
0.5   0   (0.24408037479497519,0)   (0.011125254118902524,0)   (0.01543745167451782,0)   (0.0080299803010945633,0)   (-0.0036975534228238269,0)   (0.0044411712959489024,0)   (-0.0015067848869471266,0)   (0.00096695341394000922,0)   (-0.0002192499238135124,0)   (0.00013104748575704903,0)   (0.4881607495895865,0)   (-0.029389399175176013,0)   (-0.012621195752916464,0)   (0.01716825114306253,0)   (-0.012331235891383215,0)   (0.0038319459098493276,0)   (-0.00078333628819171554,0)   (0.0001484702915673753,0)   (-3.0173215216844414e-05,0)   (7.2390163141911442e-06,0)   
1   0   (0.24493754148893696,0)   (0.024636702826199581,0)   (0.033097812943597933,0)   (0.0087274097646222754,0)   (-0.0045978610283921072,0)   (0.0089368697943679222,0)   (-0.0035872104485181848,0)   (0.0031648673145636495,0)   (-0.00058428699719804912,0)   (0.00068024686009628544,0)   (0.48987508297712484,0)   (-0.046980068457079333,0)   (-0.011256091593022937,0)   (0.019853130358310881,0)   (-0.018969211679959602,0)   (0.0077374362130370597,0)   (-0.00074544450656018307,0)   (-0.00092290326225679146,0)   (0.00037844371706325644,0)   (-7.5980678183966804e-05,0)   
2   0   (0.24519242960184276,0)   (0.040852015343110358,0)   (0.055816822805904359,0)   (0.0064389064118283634,0)   (-0.0045661370138419064,0)   (0.014382836850764205,0)   (-0.0087000498881357261,0)   (0.0096540435952948232,0)   (-0.0015892012161465156,0)   (0.0040518101421060182,0)   (0.49038485920334313,0)   (-0.073741932607720009,0)   (-0.0060487203481627326,0)   (0.022134549391564919,0)   (-0.02458504447485458,0)   (0.016066194348764416,0)   (-0.0082779668376528025,0)   (0.00034083204805759702,0)   (0.0011539829811378528,0)   (-0.00045063148068210252,0)   
10   0   (0.2450336379193204,0)   (0.031901824332870081,0)   (0.080272216896839735,0)   (-0.012636041829990275,0)   (-0.0044609281369219766,0)   (0.019151745371024525,0)   (-0.027815337795481971,0)   (0.0283952334500026,0)   (0.0023162794520229656,0)   (0.04263340813643416,0)   (0.49006727583859955,0)   (-0.1407840947848325,0)   (0.029298348889064976,0)   (-0.00092645678927624937,0)   (-0.015954926071408089,0)   (0.025518755065613404,0)   (-0.056736382550848161,0)   (0.060147169081630043,0)   (-0.049623533613469585,0)   (0.023737013809957561,0)   
100   0   (0.24499512819494063,0)   (0.05715789029171589,0)   (0.088278697603090511,0)   (-0.014156721832468156,0)   (-0.0037736296492414645,0)   (0.020476423148557705,0)   (-0.034042879651999446,0)   (0.026117425928733579,0)   (0.042442977873751307,0)   (0.11900345098813792,0)   (0.4899902563898782,0)   (-0.13178480922384372,0)   (0.035783029690633579,0)   (-0.0090772271329123272,0)   (-0.0027573325532618746,0)   (0.014676345843147661,0)   (-0.071985178236178879,0)   (0.12000033445906552,0)   (-0.11545471266638906,0)   (0.038842644122994735,0)   
200   0   (0.24500259420418236,0)   (0.060428327746280257,0)   (0.089283405889792375,0)   (-0.013896237518621223,0)   (-0.0037801075951975922,0)   (0.020589769241687275,0)   (-0.034143883829182431,0)   (0.026025703272216146,0)   (0.04502723174152528,0)   (0.12206767575200342,0)   (0.4900051884083626,0)   (-0.12973690062686419,0)   (0.035133767676017863,0)   (-0.0085314956113947543,0)   (-0.0028546771504542098,0)   (0.014706306263910045,0)   (-0.072664265946281059,0)   (0.12098548363008514,0)   (-0.11362482244603385,0)   (0.034373704725148793,0)   
500   0   (0.24500276832637302,0)   (0.060509226125278398,0)   (0.089309556932494261,0)   (-0.013889633877861955,0)   (-0.0037804855613265795,0)   (0.020592876105369712,0)   (-0.034146773273464909,0)   (0.02602349136833389,0)   (0.045090742054202153,0)   (0.12214220467990285,0)   (0.49000553665274471,0)   (-0.12968690131486804,0)   (0.035117404054740446,0)   (-0.008517376617632846,0)   (-0.0028581089268160526,0)   (0.014708065898635402,0)   (-0.072681702192957304,0)   (0.12100691916569949,0)   (-0.11357276902368779,0)   (0.03425880725517759,0)   
1000   0   (0.24500276832871812,0)   (0.060509227217648981,0)   (0.089309557286360836,0)   (-0.01388963378860068,0)   (-0.0037804855665557846,0)   (0.020592876147496556,0)   (-0.034146773312706775,0)   (0.026023491338499544,0)   (0.045090742911543552,0)   (0.12214220568553739,0)   (0.49000553665743524,0)   (-0.12968690064010746,0)   (0.035117403833607959,0)   (-0.008517376426627048,0)   (-0.0028581089737454543,0)   (0.014708065922982903,0)   (-0.072681702428767189,0)   (0.12100691945345265,0)   (-0.11357276831689708,0)   (0.034258805701209392,0)   
10000   0   (0.24500276832871809,0)   (0.060509227217648995,0)   (0.089309557286360836,0)   (-0.013889633788600678,0)   (-0.003780485566555785,0)   (0.020592876147496556,0)   (-0.034146773312706775,0)   (0.026023491338499537,0)   (0.045090742911543559,0)   (0.12214220568553741,0)   (0.49000553665743524,0)   (-0.12968690064010746,0)   (0.035117403833607959,0)   (-0.008517376426627048,0)   (-0.0028581089737454543,0)   (0.014708065922982903,0)   (-0.072681702428767189,0)   (0.12100691945345265,0)   (-0.11357276831689705,0)   (0.034258805701209386,0)   
