0   0   (0.1875,0)   (-6.9388939039072284e-18,0)   (-2.0816681711721685e-17,0)   (-3.4694469519536142e-18,0)   (0.37500000000000011,0)   (-6.0715321659188248e-18,0)   (-3.4694469519536142e-18,0)   (-8.6736173798840355e-18,0)   
0.5   0   (0.19601201603499624,0)   (0.0030199332816850714,0)   (0.0030199332816850601,0)   (0.0054879900857354742,0)   (0.39202403206999259,0)   (-0.020096992313454687,0)   (-0.020096992313454746,0)   (0.0094975166954929142,0)   
1   0   (0.19837922965662549,0)   (-0.00993706282692545,0)   (-0.0099370628269254604,0)   (0.017708326590691104,0)   (0.39675845931325093,0)   (-0.055280591627503754,0)   (-0.055280591627503824,0)   (0.046367377371572566,0)   
2   0   (0.20215657069607806,0)   (-0.034722665701979037,0)   (-0.034722665701979037,0)   (0.032117616024916418,0)   (0.40431314139215591,0)   (-0.096047671323332487,0)   (-0.096047671323332653,0)   (0.10413957690166824,0)   
10   0   (0.20457941165053625,0)   (-0.048291082393729687,0)   (-0.048291082393729687,0)   (0.034007524721516823,0)   (0.40915882330107262,0)   (-0.10994305410707945,0)   (-0.10994305410707965,0)   (0.12515129006194456,0)   
100   0   (0.20457951004373565,0)   (-0.048291593859391954,0)   (-0.048291593859391954,0)   (0.034007355350096434,0)   (0.40915902008747124,0)   (-0.10994337964901826,0)   (-0.10994337964901846,0)   (0.12515166473737482,0)   
200   0   (0.20457951004373565,0)   (-0.048291593859391954,0)   (-0.048291593859391954,0)   (0.034007355350096434,0)   (0.40915902008747124,0)   (-0.10994337964901826,0)   (-0.10994337964901846,0)   (0.12515166473737482,0)   
500   0   (0.20457951004373565,0)   (-0.048291593859391954,0)   (-0.048291593859391954,0)   (0.034007355350096434,0)   (0.40915902008747124,0)   (-0.10994337964901826,0)   (-0.10994337964901846,0)   (0.12515166473737482,0)   
1000   0   (0.20457951004373565,0)   (-0.048291593859391954,0)   (-0.048291593859391954,0)   (0.034007355350096434,0)   (0.40915902008747124,0)   (-0.10994337964901826,0)   (-0.10994337964901846,0)   (0.12515166473737482,0)   
10000   0   (0.20457951004373565,0)   (-0.048291593859391954,0)   (-0.048291593859391954,0)   (0.034007355350096434,0)   (0.40915902008747124,0)   (-0.10994337964901826,0)   (-0.10994337964901846,0)   (0.12515166473737482,0)   
