0   0   (0.20000000000000001,0)   (5.551115123125783e-18,0)   (-2.7755575615628915e-18,0)   (8.3266726846886737e-18,0)   (8.3266726846886737e-18,0)   (0.40000000000000008,0)   (7.6327832942979518e-18,0)   (-1.1102230246251566e-17,0)   (5.898059818321144e-18,0)   (0,0)   
0.5   0   (0.21058691709192828,0)   (0.011949015563311996,0)   (0.01033552283501127,0)   (0.0038221720952416475,0)   (0.0015991602462962899,0)   (0.42117383418385662,0)   (-0.013647481606698415,0)   (-0.01230393606230031,0)   (0.0043733575594147337,0)   (-0.00087748029267298831,0)   
1   0   (0.2146645863044811,0)   (0.010844797328587617,0)   (0.0072189006475293985,0)   (0.008396478402183178,0)   (0.0015437069395130524,0)   (0.42932917260896186,0)   (-0.041952609235820081,0)   (-0.035202009486121205,0)   (0.022802465082300077,0)   (-0.0074985679875902711,0)   
2   0   (0.21696024161607153,0)   (0.00080725687670260907,0)   (-0.0097474449757432597,0)   (0.010097830431856974,0)   (-0.0016456975329428448,0)   (0.43392048323214311,0)   (-0.08257668817948649,0)   (-0.067471527753717786,0)   (0.067151521396958069,0)   (-0.029467498404090086,0)   
10   0   (0.21851198566157412,0)   (0.0016066729002354948,0)   (-0.030373367108639752,0)   (0.0059747567657570857,0)   (0.023346634614116603,0)   (0.43702397132314774,0)   (-0.12687833042908978,0)   (-0.091983366110263406,0)   (0.1309461298976779,0)   (-0.088519359663655539,0)   
100   0   (0.21840921030287658,0)   (0.038671908824233416,0)   (-0.038072821402786207,0)   (0.0038875538499189206,0)   (0.062040036997876427,0)   (0.43681842060575332,0)   (-0.08988378238563291,0)   (-0.11387364057784741,0)   (0.14282714010294881,0)   (-0.048084727209420128,0)   
200   0   (0.21839084800012862,0)   (0.052088160639411796,0)   (-0.040900205813754018,0)   (0.0032930395763209148,0)   (0.07570854155323764,0)   (0.4367816960002574,0)   (-0.07544659690680372,0)   (-0.12202730780127773,0)   (0.14687453857802449,0)   (-0.031793928664529784,0)   
500   0   (0.21838526852081014,0)   (0.056164757162245185,0)   (-0.041759320983717124,0)   (0.0031123933828898606,0)   (0.079861786357399572,0)   (0.43677053704162055,0)   (-0.071059784484580765,0)   (-0.12450484116225503,0)   (0.14810436124215692,0)   (-0.026843886460704586,0)   
1000   0   (0.21838520965428299,0)   (0.05620776746234956,0)   (-0.041768385113825988,0)   (0.0031104874677597609,0)   (0.079905605338364064,0)   (0.43677041930856619,0)   (-0.071013501238808327,0)   (-0.12453098048037919,0)   (0.14811733653700473,0)   (-0.026791660835842439,0)   
10000   0   (0.21838520962598684,0)   (0.056207788136687739,0)   (-0.041768389470803059,0)   (0.0031104865516179566,0)   (0.079905626401421723,0)   (0.43677041925197396,0)   (-0.071013478991219417,0)   (-0.12453099304511606,0)   (0.14811734277401387,0)   (-0.026791635731850439,0)   
