0   0   (0.20000000000000001,0)   (5.551115123125783e-18,0)   (-6.9388939039072284e-18,0)   (-5.551115123125783e-18,0)   (-1.1102230246251566e-17,0)   (0.40000000000000002,0)   (6.9388939039072288e-19,0)   (-4.1633363423443369e-18,0)   (7.979727989493312e-18,0)   (-1.1102230246251566e-17,0)   
0.5   0   (0.21302239682557472,0)   (0.0051586217766904831,0)   (0.0038272087690484468,0)   (0.0046059778769328118,0)   (0.00046157932039417337,0)   (0.42604479365114978,0)   (-0.024654655245540644,0)   (-0.021362420421680673,0)   (0.010060828352816993,0)   (-0.0026085533872428654,0)   
1   0   (0.21644873117579511,0)   (-0.0055791306250170562,0)   (-0.0084681672116437168,0)   (0.010363331645052452,0)   (-0.0032518280409326358,0)   (0.43289746235159043,0)   (-0.063776503273372503,0)   (-0.051698549890308781,0)   (0.041342510852870516,0)   (-0.016146800948552885,0)   
2   0   (0.21844791297532859,0)   (-0.018910968392852768,0)   (-0.025649746126409089,0)   (0.015330692441423602,0)   (-0.0053942195573213874,0)   (0.43689582595065701,0)   (-0.10461060512941631,0)   (-0.076395546147443413,0)   (0.087683235148814681,0)   (-0.04697494729800241,0)   
10   0   (0.21873093519249334,0)   (-0.048012569055134069,0)   (-0.023727927788597253,0)   (0.01428948905953945,0)   (-0.018465044327204701,0)   (0.43746187038498668,0)   (-0.18091630073148271,0)   (-0.061335228218992004,0)   (0.10996314451786393,0)   (-0.14250186659482872,0)   
100   0   (0.21823673449874059,0)   (-0.12757139999248926,0)   (-0.0054576082032403205,0)   (0.017601079524206493,0)   (-0.10276541832501401,0)   (0.43647346899748124,0)   (-0.26812987184788406,0)   (-0.016676745787877065,0)   (0.087097505063609151,0)   (-0.23480964573727586,0)   
200   0   (0.21823659489831135,0)   (-0.12759554112214627,0)   (-0.0054520966817846687,0)   (0.017602181444799549,0)   (-0.1027911357011035,0)   (0.43647318979662286,0)   (-0.26815575410340431,0)   (-0.016663350184062328,0)   (0.087090498194492133,0)   (-0.23483681747845594,0)   
500   0   (0.21823659488917918,0)   (-0.12759554270137646,0)   (-0.0054520963212397813,0)   (0.017602181516883433,0)   (-0.10279113738344632,0)   (0.43647318977835858,0)   (-0.26815575579653306,0)   (-0.016663349307767725,0)   (0.087090497736126746,0)   (-0.23483681925593838,0)   
1000   0   (0.21823659488917918,0)   (-0.12759554270137646,0)   (-0.0054520963212397813,0)   (0.017602181516883433,0)   (-0.10279113738344632,0)   (0.43647318977835858,0)   (-0.26815575579653306,0)   (-0.016663349307767725,0)   (0.087090497736126746,0)   (-0.23483681925593838,0)   
10000   0   (0.21823659488917918,0)   (-0.12759554270137646,0)   (-0.0054520963212397813,0)   (0.017602181516883433,0)   (-0.10279113738344632,0)   (0.43647318977835858,0)   (-0.26815575579653306,0)   (-0.016663349307767725,0)   (0.087090497736126746,0)   (-0.23483681925593838,0)   
