0   0   (0.16666666666666671,0)   (4.6259292692714853e-18,0)   (0,0)   (0.33333333333333331,0)   (-4.6259292692714853e-18,0)   (9.2518585385429707e-18,0)   
0.5   0   (0.16666666666666669,0)   (0.010361044042552645,0)   (0.010361044042552638,0)   (0.33333333333333331,0)   (-3.0348210529676639e-06,0)   (-3.0348210529594824e-06,0)   
1   0   (0.16666666666666666,0)   (0.020396927340150438,0)   (0.020396927340150434,0)   (0.33333333333333331,0)   (-2.0822554731354529e-05,0)   (-2.0822554731341925e-05,0)   
2   0   (0.16666666666666666,0)   (0.038424769249757081,0)   (0.038424769249757081,0)   (0.33333333333333331,0)   (-0.00011626134721379835,0)   (-0.00011626134721379835,0)   
10   0   (0.1666666666666666,0)   (0.081964414541316408,0)   (0.081964414541316394,0)   (0.33333333333333326,0)   (-0.00025515132776931745,0)   (-0.00025515132776933133,0)   
100   0   (0.16666666666666621,0)   (0.083333333333333093,0)   (0.083333333333333093,0)   (0.33333333333333237,0)   (2.8479520829634872e-17,0)   (7.6628391179231205e-18,0)   
200   0   (0.16666666666666577,0)   (0.083333333333332885,0)   (0.083333333333332857,0)   (0.33333333333333154,0)   (2.0816681711965129e-17,0)   (-3.4694469517104555e-18,0)   
500   0   (0.16666666666666438,0)   (0.083333333333332191,0)   (0.083333333333332163,0)   (0.33333333333332876,0)   (2.081668171172224e-17,0)   (-3.4694469519537413e-18,0)   
1000   0   (0.16666666666666205,0)   (0.083333333333331025,0)   (0.083333333333330997,0)   (0.33333333333332404,0)   (2.775557561563043e-17,0)   (3.469446951953776e-18,0)   
10000   0   (0.16666666666662042,0)   (0.083333333333310208,0)   (0.083333333333310181,0)   (0.33333333333324078,0)   (2.7755575615644296e-17,0)   (3.4694469519555031e-18,0)   
