0   0   (0.16666666666666666,0)   (4.6259292692714853e-18,0)   (-4.6259292692714853e-18,0)   (0.33333333333333331,0)   (-1.3877787807814457e-17,0)   (-1.1564823173178714e-17,0)   
0.5   0   (0.16666666666666663,0)   (0.0094274475784253201,0)   (0.0094274475784253079,0)   (0.33333333333333337,0)   (-0.00166371694251538,0)   (-0.0016637169425153771,0)   
1   0   (0.1666666666666666,0)   (0.014820077456154041,0)   (0.014820077456154027,0)   (0.33333333333333337,0)   (-0.0089802028779864315,0)   (-0.008980202877986428,0)   
2   0   (0.1666666666666666,0)   (0.015171293080214924,0)   (0.015171293080214919,0)   (0.33333333333333326,0)   (-0.031924213335300586,0)   (-0.031924213335300593,0)   
10   0   (0.16666666666666663,0)   (-0.065377881743021768,0)   (-0.065377881743021782,0)   (0.33333333333333337,0)   (-0.14859023219519496,0)   (-0.14859023219519496,0)   
100   0   (0.16666666666666666,0)   (-0.083333333333332885,0)   (-0.083333333333332885,0)   (0.33333333333333343,0)   (-0.16666666666666624,0)   (-0.16666666666666624,0)   
200   0   (0.16666666666666666,0)   (-0.083333333333333329,0)   (-0.083333333333333329,0)   (0.33333333333333343,0)   (-0.16666666666666669,0)   (-0.16666666666666669,0)   
500   0   (0.16666666666666666,0)   (-0.083333333333333329,0)   (-0.083333333333333329,0)   (0.33333333333333343,0)   (-0.16666666666666669,0)   (-0.16666666666666669,0)   
1000   0   (0.16666666666666666,0)   (-0.083333333333333329,0)   (-0.083333333333333329,0)   (0.33333333333333343,0)   (-0.16666666666666669,0)   (-0.16666666666666669,0)   
10000   0   (0.16666666666666666,0)   (-0.083333333333333329,0)   (-0.083333333333333329,0)   (0.33333333333333343,0)   (-0.16666666666666669,0)   (-0.16666666666666669,0)   
