0   0   (0.22222222222222238,0)   (7.7098821154524763e-18,0)   (-1.6383499495336511e-18,0)   (5.7824115865893567e-19,0)   (4.1440616370557058e-18,0)   (-1.2817679016939742e-17,0)   (3.3730734255104582e-18,0)   (9.6373526443155946e-18,0)   (6.7461468510209166e-19,0)   (0.4444444444444462,0)   (1.4736114527698813e-17,0)   (-1.6865367127552291e-18,0)   (-7.4840066628513285e-18,0)   (1.2377974802542842e-18,0)   (3.8519293850248894e-18,0)   (1.255867516462376e-18,0)   (1.1835873716300089e-18,0)   (2.5523926143929585e-18,0)   
0.5   0   (0.24183487801467515,0)   (0.0085886880286083472,0)   (0.011766350226483695,0)   (0.0088880214871946642,0)   (-0.0038800116127001723,0)   (0.0044616226799156595,0)   (-0.0013105236162588472,0)   (0.00086121919838525742,0)   (-0.00018388447197631701,0)   (0.48366975602927775,0)   (-0.031824952228650574,0)   (-0.0165024683358184,0)   (0.020537944370532992,0)   (-0.012589048344766013,0)   (0.0037012960855074698,0)   (-0.00089810419249556717,0)   (0.00019419849055768795,0)   (-4.6875255664800231e-05,0)   
1   0   (0.24306561490161466,0)   (0.020372593501871365,0)   (0.026372348115273163,0)   (0.0094393309554068605,0)   (-0.0062189310041091484,0)   (0.0099356992366180386,0)   (-0.0028914464882159358,0)   (0.0029885785318983474,0)   (-0.00041467048339100806,0)   (0.48613122980313661,0)   (-0.049806927119361556,0)   (-0.015501236546483978,0)   (0.025197610090474377,0)   (-0.022500066660972717,0)   (0.0074188635711483876,0)   (-0.00019374883399950738,0)   (-0.00063224882369478216,0)   (0.00020332558161504114,0)   
2   0   (0.24340285977990833,0)   (0.03266647365049738,0)   (0.044468068090202775,0)   (0.0065412609572019342,0)   (-0.0075973003292624007,0)   (0.017639939721970713,0)   (-0.0063151270051125486,0)   (0.0091647550058746325,0)   (-0.00065054262381722091,0)   (0.48680571955967855,0)   (-0.078808876004038034,0)   (-0.0097046859015382687,0)   (0.027987925375121792,0)   (-0.032166661250925301,0)   (0.018235616613350838,0)   (-0.004945031268617916,0)   (-0.0016732586851252477,0)   (0.0011251347629613378,0)   
10   0   (0.24329023465709057,0)   (0.015562510541161877,0)   (0.054602407405256903,0)   (-0.012463652922786667,0)   (-0.0078832437615253548,0)   (0.021598499590260421,0)   (-0.02618650231121657,0)   (0.028643369312466142,0)   (-0.0044924937076290918,0)   (0.48658046931417043,0)   (-0.15161750582061498,0)   (0.026953607299414348,0)   (0.0030765343985184185,0)   (-0.029884771011227992,0)   (0.047064626879680792,0)   (-0.076224065517674952,0)   (0.067029611617304766,0)   (-0.045078715527863467,0)   
100   0   (0.24262098323145975,0)   (-0.095005516145367494,0)   (0.050783164338116811,0)   (-0.027646231330503798,0)   (-0.010255945740006371,0)   (0.025157090065189368,0)   (-0.051842001665938595,0)   (0.032590132629831396,0)   (-0.077306979458971956,0)   (0.48524196646291851,0)   (-0.25261430955182679,0)   (0.061252363843404302,0)   (-0.028064491257946297,0)   (-0.015968719831789119,0)   (0.0388192239374964,0)   (-0.10284864852739041,0)   (0.1526378520212876,0)   (-0.22558691110480963,0)   
200   0   (0.24239593672374871,0)   (-0.13430113221691597,0)   (0.056005003428067496,0)   (-0.032391100108348454,0)   (-0.010398305506200564,0)   (0.026757879019358655,0)   (-0.054985076646119423,0)   (0.047033427057115898,0)   (-0.11179236001666143,0)   (0.4847918734474958,0)   (-0.28457518502194556,0)   (0.067822623192065848,0)   (-0.031826600399859309,0)   (-0.021061768731393166,0)   (0.040856246567891608,0)   (-0.095986162156875166,0)   (0.13478204534137078,0)   (-0.25407505564886668,0)   
500   0   (0.24229238083800661,0)   (-0.15238740061858988,0)   (0.058421962131452787,0)   (-0.034572396474627433,0)   (-0.010462291026296396,0)   (0.027494646670580186,0)   (-0.056413933766312249,0)   (0.053724456241996656,0)   (-0.1276583886200563,0)   (0.48458476167601233,0)   (-0.29928367235027992,0)   (0.070841017220201294,0)   (-0.03355057865424866,0)   (-0.023421418443111044,0)   (0.041803929464023275,0)   (-0.092802204003229277,0)   (0.12648930118364329,0)   (-0.26715698850597547,0)   
1000   0   (0.24229075172619449,0)   (-0.15267192874974048,0)   (0.058459985232123195,0)   (-0.0346067119656513,0)   (-0.010463297610324182,0)   (0.027506237291940166,0)   (-0.056436411863097918,0)   (0.053829718315736776,0)   (-0.12790798836510775,0)   (0.48458150345238854,0)   (-0.2995150621390601,0)   (0.070888501695018272,0)   (-0.033577699718964654,0)   (-0.023458539985920197,0)   (0.041818838276061622,0)   (-0.092752114513389633,0)   (0.12635884114062804,0)   (-0.26736278960151078,0)   
10000   0   (0.24229075041151532,0)   (-0.15267215836148551,0)   (0.058460015916437118,0)   (-0.034606739657956249,0)   (-0.010463298422628799,0)   (0.027506246645471522,0)   (-0.056436430002727925,0)   (0.053829803261321377,0)   (-0.12790818978994678,0)   (0.48458150082303025,0)   (-0.29951524886862158,0)   (0.070888540014579532,0)   (-0.033577721605429739,0)   (-0.023458569942684727,0)   (0.041818850307344217,0)   (-0.092752074091603839,0)   (0.12635873586049917,0)   (-0.26736295568121771,0)   
