0   0   (0.18750000000000003,0)   (-8.6736173798840355e-18,0)   (-1.3877787807814457e-17,0)   (-1.7347234759768071e-18,0)   (0.37499999999999994,0)   (9.1072982488782372e-18,0)   (3.4694469519536142e-18,0)   (3.0357660829594124e-18,0)   
0.5   0   (0.18790305375538549,0)   (0.016317739495323849,0)   (0.016317739495323832,0)   (0.0021358060279948795,0)   (0.37580610751077115,0)   (-0.00018690204674313545,0)   (-0.00018690204674316107,0)   (1.1383763931656704e-05,0)   
1   0   (0.18848602956911456,0)   (0.032916722127937684,0)   (0.03291672212793767,0)   (0.0085941027032006966,0)   (0.37697205913822912,0)   (-0.001070041909033901,0)   (-0.0010700419090339387,0)   (0.00014034085930638096,0)   
2   0   (0.18777458468176408,0)   (0.062640614698176666,0)   (0.062640614698176666,0)   (0.029477658787409849,0)   (0.37554916936352828,0)   (-0.0037320160372125524,0)   (-0.0037320160372126096,0)   (0.001104501068671937,0)   
10   0   (0.16628995009080419,0)   (0.12432577073018346,0)   (0.12432577073018351,0)   (0.08125900419826744,0)   (0.33257990018160849,0)   (-0.00034578610758526042,0)   (-0.00034578610758536152,0)   (0.00052962904351361664,0)   
100   0   (0.16484710867781568,0)   (0.12499999999999996,0)   (0.125,0)   (0.079694217355631397,0)   (0.32969421735563148,0)   (-2.5804011730361034e-17,0)   (-1.2902005855098106e-16,0)   (-5.2041704218255833e-17,0)   
200   0   (0.16484710867781568,0)   (0.12499999999999996,0)   (0.125,0)   (0.079694217355631397,0)   (0.32969421735563148,0)   (-2.5804011705155006e-17,0)   (-1.2902005852577503e-16,0)   (-5.2041704279304213e-17,0)   
500   0   (0.16484710867781568,0)   (0.12499999999999996,0)   (0.125,0)   (0.079694217355631397,0)   (0.32969421735563148,0)   (-2.5804011705155006e-17,0)   (-1.2902005852577503e-16,0)   (-5.2041704279304213e-17,0)   
1000   0   (0.16484710867781568,0)   (0.12499999999999996,0)   (0.125,0)   (0.079694217355631397,0)   (0.32969421735563148,0)   (-2.5804011705155006e-17,0)   (-1.2902005852577503e-16,0)   (-5.2041704279304213e-17,0)   
10000   0   (0.16484710867781568,0)   (0.12499999999999996,0)   (0.125,0)   (0.079694217355631397,0)   (0.32969421735563148,0)   (-2.5804011705155006e-17,0)   (-1.2902005852577503e-16,0)   (-5.2041704279304213e-17,0)   
