0   0   (0.1875,0)   (-2.4286128663675299e-17,0)   (-1.3877787807814457e-17,0)   (-8.6736173798840355e-18,0)   (0.375,0)   (5.2041704279304213e-18,0)   (3.4694469519536142e-18,0)   (1.214306433183765e-17,0)   
0.5   0   (0.18973836663309304,0)   (0.01533097110091705,0)   (0.015330971100917069,0)   (0.0025727660570086771,0)   (0.37947673326618614,0)   (-0.001481665736029397,0)   (-0.0014816657360293992,0)   (0.00020128374084168568,0)   
1   0   (0.1923642844365257,0)   (0.027823909430709774,0)   (0.027823909430709795,0)   (0.0095649487196423078,0)   (0.38472856887305151,0)   (-0.006723369856477931,0)   (-0.0067233698564779284,0)   (0.0020166383396867109,0)   
2   0   (0.19196488364579956,0)   (0.046536986260097099,0)   (0.04653698626009712,0)   (0.026532458236055774,0)   (0.38392976729159928,0)   (-0.018294868062080458,0)   (-0.018294868062080454,0)   (0.011728106125052389,0)   
10   0   (0.17226006904832078,0)   (0.10960900520166272,0)   (0.10960900520166267,0)   (0.077911810754968905,0)   (0.34452013809664173,0)   (-0.010616482456919223,0)   (-0.01061648245691923,0)   (0.015736224874535958,0)   
100   0   (0.16867928950920399,0)   (0.12499999997672978,0)   (0.1249999999767297,0)   (0.087358578993719488,0)   (0.33735857901840816,0)   (-1.6267381233376492e-11,0)   (-1.6267389473312999e-11,0)   (2.4688718782907167e-11,0)   
200   0   (0.16867928950393127,0)   (0.12499999999999992,0)   (0.12499999999999983,0)   (0.087358579007862799,0)   (0.3373585790078627,0)   (-8.4135836759830654e-17,0)   (-9.2375773270720488e-17,0)   (-3.7293901541384269e-17,0)   
500   0   (0.16867928950393127,0)   (0.12499999999999992,0)   (0.12499999999999983,0)   (0.087358579007862799,0)   (0.3373585790078627,0)   (-8.4134088584875144e-17,0)   (-9.2374025095764978e-17,0)   (-3.7296554733501353e-17,0)   
1000   0   (0.16867928950393127,0)   (0.12499999999999992,0)   (0.12499999999999983,0)   (0.087358579007862799,0)   (0.3373585790078627,0)   (-8.4134088584875144e-17,0)   (-9.2374025095764978e-17,0)   (-3.7296554733501353e-17,0)   
10000   0   (0.16867928950393127,0)   (0.12499999999999992,0)   (0.12499999999999983,0)   (0.087358579007862799,0)   (0.3373585790078627,0)   (-8.4134088584875144e-17,0)   (-9.2374025095764978e-17,0)   (-3.7296554733501353e-17,0)   
