0   0   (0.2272727272727271,0)   (-4.7310640253912917e-18,0)   (2.0501277443362267e-18,0)   (3.8242767538579612e-18,0)   (9.3438514501478024e-18,0)   (8.5159152457043259e-18,0)   (4.3368086899420177e-19,0)   (2.7597873481449203e-19,0)   (-8.8313195140637451e-18,0)   (-3.3117448177739046e-18,0)   (-5.5195746962898405e-18,0)   (0.45454545454547141,0)   (7.3867433240191379e-18,0)   (-4.6265863614972346e-17,0)   (-2.1289172090299173e-17,0)   (-1.0611012739240236e-17,0)   (-2.0650355242079023e-17,0)   (1.9155265087179979e-17,0)   (6.7713353863412866e-18,0)   (2.0606001516840977e-18,0)   (1.2409802707227549e-18,0)   (8.9834774325886997e-18,0)   
0.5   0   (0.24566123666691511,0)   (0.012492870893525731,0)   (0.018283995455084856,0)   (0.0069098862672465856,0)   (-0.0034017263662845069,0)   (0.0042541982918360222,0)   (-0.0016640227690522395,0)   (0.00097005802499217054,0)   (-0.00027418691407163272,0)   (0.00012550753326718406,0)   (-2.816507238518028e-05,0)   (0.49132247333169388,0)   (-0.028442475439148011,0)   (-0.009627400162725442,0)   (0.014025529609773045,0)   (-0.011658626122692495,0)   (0.00399936729558015,0)   (-0.00064412243537469551,0)   (-2.3794196418166663e-05,0)   (2.9251805242350628e-05,0)   (-7.8163055390853478e-06,0)   (1.7891414119222953e-06,0)   
1   0   (0.24622608786332681,0)   (0.026418571717402951,0)   (0.037577347980723624,0)   (0.0076491435200164177,0)   (-0.0029545765725163486,0)   (0.0077532237647109726,0)   (-0.0041356644299257589,0)   (0.0033826037821090972,0)   (-0.00097440541257140328,0)   (0.00069708083403923491,0)   (-9.7766027426058819e-05,0)   (0.49245217572430044,0)   (-0.046696557748222497,0)   (-0.0084802145256414104,0)   (0.016404789539429913,0)   (-0.015885890671449437,0)   (0.0078377428250478165,0)   (-0.0019139017260155506,0)   (-0.00080901490384648717,0)   (0.00062935527663938952,0)   (-0.00015451712169934183,0)   (1.647227198345428e-05,0)   
2   0   (0.24640860994356609,0)   (0.044025148925047677,0)   (0.062812715738193622,0)   (0.005331793609630312,0)   (-0.0015238661086185183,0)   (0.010671871567805273,0)   (-0.0091369389575890504,0)   (0.010208593992406492,0)   (-0.0041006471253498397,0)   (0.0040499208145587497,0)   (-0.00062281313548419347,0)   (0.49281721988625404,0)   (-0.073430957804128866,0)   (-0.0034788478659671909,0)   (0.018277376947229813,0)   (-0.019004654571775643,0)   (0.013307947455738871,0)   (-0.010144602009491388,0)   (0.0036645072271383468,0)   (-0.00019733524501834863,0)   (-0.00056765251024465738,0)   (0.00018636288779554883,0)   
10   0   (0.2462855244879692,0)   (0.036157555159264311,0)   (0.080362393814726707,0)   (-0.017151555655024742,0)   (0.0013198705545951388,0)   (0.010032224598869776,0)   (-0.017579787950028604,0)   (0.022887939745425953,0)   (-0.019941102449388369,0)   (0.020970887073199967,0)   (-0.0043627528935161397,0)   (0.49257104897579457,0)   (-0.13714665828580827,0)   (0.027669737826246835,0)   (-0.0037708833492442312,0)   (-0.0075792398823400237,0)   (0.012006060764226409,0)   (-0.028839052792818485,0)   (0.045054319413302457,0)   (-0.059748558950541611,0)   (0.044318931082450178,0)   (-0.024177445680281975,0)   
100   0   (0.24605417883217021,0)   (-0.011088456665781135,0)   (0.065811281993903667,0)   (-0.033938525946381144,0)   (0.0050855646788620359,0)   (0.0067658924073740251,0)   (-0.019656929498515992,0)   (0.025083614095690751,0)   (-0.048219749922434406,0)   (0.0019199861467542282,0)   (-0.033684202712863875,0)   (0.49210835766431504,0)   (-0.18609750285195972,0)   (0.047749279674125331,0)   (-0.025090920249402585,0)   (0.0071961808439965306,0)   (-0.00022965481029439875,0)   (-0.017091374755053405,0)   (0.039014854065663164,0)   (-0.11081042306496504,0)   (0.18974723268958538,0)   (-0.17550454009055755,0)   
200   0   (0.24607620620679846,0)   (-0.0046945296084788205,0)   (0.064021584892694383,0)   (-0.034502361272200924,0)   (0.0051062961270440443,0)   (0.0064666228088157071,0)   (-0.0192172927557289,0)   (0.024648683192845536,0)   (-0.052404382782333621,0)   (-0.0080912283251505217,0)   (-0.034842094362675408,0)   (0.49215241241358493,0)   (-0.1815109951591091,0)   (0.046868531381276335,0)   (-0.024321444169663902,0)   (0.0080932474584352893,0)   (-0.0015179133096817389,0)   (-0.014433273290069404,0)   (0.037223256800765575,0)   (-0.11637774088428922,0)   (0.20516869715630606,0)   (-0.17722496172623489,0)   
500   0   (0.24616023276845608,0)   (0.016252124098355365,0)   (0.06280647508871838,0)   (-0.0320677491044273,0)   (0.0042725602304319052,0)   (0.0066826754611637954,0)   (-0.017815419951435103,0)   (0.022884028082572744,0)   (-0.052117281977143694,0)   (-0.016640984269142067,0)   (-0.022358194984769496,0)   (0.49232046553689912,0)   (-0.16491608613497474,0)   (0.04272763442001748,0)   (-0.020608753632590588,0)   (0.0085161631522156084,0)   (-0.0029373531180199846,0)   (-0.011087002560964135,0)   (0.036501810550354556,0)   (-0.12154795520678517,0)   (0.21542350320910508,0)   (-0.16374033959575865,0)   
1000   0   (0.24619339354919711,0)   (0.024492553550986056,0)   (0.06236215655116558,0)   (-0.031070662387605814,0)   (0.0039353211092501379,0)   (0.0067789085784665032,0)   (-0.017263854988973835,0)   (0.022185308747319145,0)   (-0.051880506206190322,0)   (-0.019796638680861491,0)   (-0.017287540614544943,0)   (0.49238678709838585,0)   (-0.15837404245474807,0)   (0.041091920992036957,0)   (-0.019142967700783584,0)   (0.0086670377565992839,0)   (-0.0034771332280199739,0)   (-0.0098099512302865528,0)   (0.036258263320356074,0)   (-0.12348300330288477,0)   (0.21917675010998688,0)   (-0.15833297970703294,0)   
10000   0   (0.24619770679124148,0)   (0.025564389207522738,0)   (0.062304366114567265,0)   (-0.030940968221053019,0)   (0.0038914556391660428,0)   (0.0067914264398731185,0)   (-0.017192112723952768,0)   (0.02209442573935997,0)   (-0.051849700136973528,0)   (-0.020207081517698827,0)   (-0.016627987540930676,0)   (0.49239541358247596,0)   (-0.15752311551751472,0)   (0.040879162744805374,0)   (-0.018952312097751913,0)   (0.0086866610841548064,0)   (-0.0035473414124295591,0)   (-0.0096438473200168504,0)   (0.036226587761100125,0)   (-0.12373468908405323,0)   (0.21966491781597708,0)   (-0.15762963618573961,0)   
