0   0   (0.20000000000000001,0)   (-1.3877787807814458e-18,0)   (1.3877787807814458e-18,0)   (-8.3266726846886737e-18,0)   (-8.3266726846886737e-18,0)   (0.40000000000000024,0)   (-5.2041704279304213e-18,0)   (2.0816681711721684e-18,0)   (-6.9388939039072284e-18,0)   (-1.231653667943533e-17,0)   
0.5   0   (0.21212548574818429,0)   (0.0081482104367178627,0)   (0.0066373778837252023,0)   (0.0041669156816115365,0)   (0.00100318371268095,0)   (0.42425097149636848,0)   (-0.019809838937039987,0)   (-0.017430699864866658,0)   (0.0073893437328491534,0)   (-0.0017435336936619417,0)   
1   0   (0.21580116412002762,0)   (0.00095358509702342452,0)   (-0.0023300040662590153,0)   (0.0091104078491118547,0)   (-0.0013798873094357611,0)   (0.4316023282400559,0)   (-0.055046897538366599,0)   (-0.045285374516763524,0)   (0.03353246214355593,0)   (-0.012293319870515485,0)   
2   0   (0.21796688312754606,0)   (-0.01206939445459226,0)   (-0.021125671502328698,0)   (0.012651632787434372,0)   (-0.0043057185704080654,0)   (0.43593376625509217,0)   (-0.096605220710582113,0)   (-0.074379095693942673,0)   (0.081135017882985466,0)   (-0.039966085585077582,0)   
10   0   (0.21874874679851772,0)   (-0.026310059332054842,0)   (-0.02722849513836223,0)   (0.011225018247974131,0)   (0.0013971794609118912,0)   (0.43749749359703527,0)   (-0.15730003162624698,0)   (-0.074093677314440942,0)   (0.11851480862887206,0)   (-0.11938465290421986,0)   
100   0   (0.21837541282607772,0)   (-0.12358496674735485,0)   (-0.0054919995376690343,0)   (0.015220236310984554,0)   (-0.10010092313147123,0)   (0.43675082565215551,0)   (-0.26410278971522749,0)   (-0.017723628838714103,0)   (0.090180104847338891,0)   (-0.23526582191210055,0)   
200   0   (0.21836710153911637,0)   (-0.12604170220572145,0)   (-0.0049462022312649198,0)   (0.015331084655136044,0)   (-0.10267955799358409,0)   (0.43673420307823257,0)   (-0.26674018333124416,0)   (-0.016315626145536485,0)   (0.089456250074489374,0)   (-0.23810349373834966,0)   
500   0   (0.21836704333263329,0)   (-0.12605890747506782,0)   (-0.0049423798458985094,0)   (0.015331860959972295,0)   (-0.10269761696171492,0)   (0.4367340866652667,0)   (-0.26675865380488895,0)   (-0.016305765472302811,0)   (0.089451180698260011,0)   (-0.23812336682151813,0)   
1000   0   (0.2183670433326145,0)   (-0.12605890748062537,0)   (-0.0049423798446638183,0)   (0.015331860960223055,0)   (-0.10269761696754827,0)   (0.43673408666522906,0)   (-0.26675865381085523,0)   (-0.016305765469117661,0)   (0.089451180696622529,0)   (-0.23812336682793753,0)   
10000   0   (0.2183670433326145,0)   (-0.12605890748062537,0)   (-0.0049423798446638183,0)   (0.015331860960223055,0)   (-0.10269761696754827,0)   (0.43673408666522906,0)   (-0.26675865381085523,0)   (-0.016305765469117661,0)   (0.089451180696622529,0)   (-0.23812336682793753,0)   
