0   0   (0.21874999999999997,0)   (4.3368086899420177e-18,0)   (1.2793585635328952e-17,0)   (1.3877787807814457e-17,0)   (-2.1684043449710089e-19,0)   (6.7220534694101275e-18,0)   (-1.1492543028346347e-17,0)   (2.6020852139652106e-18,0)   (0.4375000000000025,0)   (9.3241386833753381e-18,0)   (7.521652571618187e-19,0)   (-8.2128314565776961e-18,0)   (7.0066565396875724e-18,0)   (3.482999479109683e-18,0)   (-3.4287893704854078e-18,0)   (-1.5924219408380846e-19,0)   
0.5   0   (0.23733430262150007,0)   (0.0099752897037458446,0)   (0.010671963163867577,0)   (0.0082011250970200691,0)   (-0.0014400870238167555,0)   (0.0029339921345110662,0)   (-0.00039472140322373739,0)   (0.00054723915077288217,0)   (0.47466860524299798,0)   (-0.027989750285559896,0)   (-0.018748453141731122,0)   (0.017953623028456704,0)   (-0.0075402553582120191,0)   (0.0020511076164123386,0)   (-0.00044443717735950068,0)   (9.8061769107359961e-05,0)   
1   0   (0.23963466971728048,0)   (0.022300915340527562,0)   (0.021969432788500505,0)   (0.012436094104324938,0)   (-0.0039631167361516969,0)   (0.0093720366932049139,0)   (-0.00062566348561638395,0)   (0.0030725129272659328,0)   (0.47926933943454969,0)   (-0.044346631820366078,0)   (-0.022549631765121356,0)   (0.031054286016337144,0)   (-0.019805465372550457,0)   (0.0049424529239211774,0)   (-0.00056369342720654974,0)   (6.963026980541283e-05,0)   
2   0   (0.24057590548642732,0)   (0.043363525832115071,0)   (0.040696405433781391,0)   (0.013141557426290385,0)   (-0.005366375821653834,0)   (0.020248643435786438,0)   (0.0036495102241290781,0)   (0.01187756429342301,0)   (0.48115181097282872,0)   (-0.065564790524889158,0)   (-0.019539933706546352,0)   (0.038073398587606666,0)   (-0.034577689899554953,0)   (0.0093167904874714141,0)   (0.0019549303476434758,0)   (-0.0016580908775760625,0)   
10   0   (0.24059668384960189,0)   (0.087731223097747127,0)   (0.080089614237824125,0)   (0.019115027695427386,0)   (0.0009384906326813711,0)   (0.04955399393969584,0)   (0.057154519110073319,0)   (0.093437715781785363,0)   (0.48119336769920296,0)   (-0.097928379854544584,0)   (0.0073916833112981075,0)   (0.034348874577558967,0)   (-0.056114886411817326,0)   (0.040843677138803443,0)   (-0.025442180453151209,0)   (0.0081617769285381395,0)   
100   0   (0.24060670843929075,0)   (0.10353664542462503,0)   (0.083489721338433659,0)   (0.016581899578505834,0)   (-0.0034535066239787062,0)   (0.044969410319463977,0)   (0.083820961433759972,0)   (0.14521623222089833,0)   (0.48121341687858082,0)   (-0.091919494190391457,0)   (0.020321763203525328,0)   (0.020193827920734066,0)   (-0.066206044809111256,0)   (0.083164898832578479,0)   (-0.078065454818433008,0)   (0.040645742773075498,0)   
200   0   (0.24048311346908199,0)   (0.086240410127200975,0)   (0.076166196480449991,0)   (0.0092552442115394137,0)   (-0.01575345042511914,0)   (0.031711228230737305,0)   (0.063935623208043024,0)   (0.13062847384435711,0)   (0.48096622693816282,0)   (-0.10712849331561218,0)   (0.02993512017436669,0)   (0.013451354601340056,0)   (-0.078000690115837851,0)   (0.10632248321565174,0)   (-0.0970408010095309,0)   (0.04867102539663181,0)   
500   0   (0.24039380121245674,0)   (0.073761866396576378,0)   (0.070890362212116836,0)   (0.0039755167658739373,0)   (-0.024623140474054745,0)   (0.022154740027332094,0)   (0.049589565263453789,0)   (0.12009358736731514,0)   (0.48078760242491242,0)   (-0.11810301271910055,0)   (0.036861498516126343,0)   (0.0086005547991394194,0)   (-0.086506761413965322,0)   (0.12299623617677752,0)   (-0.11067948048524831,0)   (0.054426841244967543,0)   
1000   0   (0.24038895199401514,0)   (0.073084343084923731,0)   (0.070603910654055246,0)   (0.0036888537772517336,0)   (-0.02510472076911828,0)   (0.021635870096394592,0)   (0.048810645159025487,0)   (0.11952159480883939,0)   (0.48077790398802928,0)   (-0.11869887499015817,0)   (0.037237566443817587,0)   (0.0083371806550827775,0)   (-0.086968599042950026,0)   (0.12390153785826843,0)   (-0.11141999217657454,0)   (0.054739352742451619,0)   
10000   0   (0.24038892284591973,0)   (0.073080270570069647,0)   (0.07060218882662124,0)   (0.0036871306789328989,0)   (-0.025107615492991758,0)   (0.021632751228800314,0)   (0.048805963159689263,0)   (0.11951815662722888,0)   (0.48077784569183846,0)   (-0.11870245664987102,0)   (0.037239826944962424,0)   (0.0083355975433353179,0)   (-0.086971375095923981,0)   (0.12390697952275719,0)   (-0.11142444330734846,0)   (0.054741231213190099,0)   
