0   0   (0.18749999999999997,0)   (-1.7347234759768071e-18,0)   (-6.9388939039072284e-18,0)   (-1.0408340855860843e-17,0)   (0.37499999999999978,0)   (1.3877787807814457e-17,0)   (-1.0408340855860843e-17,0)   (2.6020852139652106e-18,0)   
0.5   0   (0.19819954592811595,0)   (-0.010927084331338844,0)   (-0.010927084331338857,0)   (0.012268433014081943,0)   (0.39639909185623179,0)   (-0.042179501755148792,0)   (-0.042179501755148813,0)   (0.029149181387040545,0)   
1   0   (0.2018917707918555,0)   (-0.034693970953794367,0)   (-0.034693970953794347,0)   (0.031958781077385645,0)   (0.40378354158371105,0)   (-0.087364683286560496,0)   (-0.087364683286560496,0)   (0.086295793083704705,0)   
2   0   (0.20439388964289845,0)   (-0.048729846658544428,0)   (-0.048729846658544365,0)   (0.040641766432970634,0)   (0.4087877792857969,0)   (-0.10745512613957656,0)   (-0.10745512613957657,0)   (0.11613448403349673,0)   
10   0   (0.20462508948026747,0)   (-0.050061011065483101,0)   (-0.050061011065483045,0)   (0.040993865311574576,0)   (0.40925017896053484,0)   (-0.10881204553136821,0)   (-0.10881204553136821,0)   (0.11825631364885242,0)   
100   0   (0.20462508948075578,0)   (-0.050061011068086476,0)   (-0.050061011068086421,0)   (0.040993865310834217,0)   (0.40925017896151145,0)   (-0.10881204553299845,0)   (-0.10881204553299846,0)   (0.11825631365067731,0)   
200   0   (0.20462508948075578,0)   (-0.050061011068086476,0)   (-0.050061011068086414,0)   (0.040993865310834224,0)   (0.4092501789615115,0)   (-0.10881204553299845,0)   (-0.10881204553299846,0)   (0.11825631365067731,0)   
500   0   (0.20462508948075581,0)   (-0.050061011068086483,0)   (-0.050061011068086421,0)   (0.040993865310834217,0)   (0.4092501789615115,0)   (-0.10881204553299845,0)   (-0.10881204553299846,0)   (0.11825631365067731,0)   
1000   0   (0.20462508948075581,0)   (-0.050061011068086476,0)   (-0.050061011068086421,0)   (0.040993865310834217,0)   (0.4092501789615115,0)   (-0.10881204553299845,0)   (-0.10881204553299846,0)   (0.11825631365067731,0)   
10000   0   (0.20462508948075581,0)   (-0.050061011068086469,0)   (-0.050061011068086414,0)   (0.040993865310834224,0)   (0.4092501789615115,0)   (-0.10881204553299845,0)   (-0.10881204553299846,0)   (0.11825631365067731,0)   
