0   0   (0.21428571428571425,0)   (6.4432586250567123e-18,0)   (8.4257997404587767e-18,0)   (9.9127055770103257e-19,0)   (-2.9738116731030977e-18,0)   (1.3382152528963941e-17,0)   (0,0)   (0.42857142857142894,0)   (8.3638453306024629e-19,0)   (6.4742358299848694e-18,0)   (2.0135183203302227e-18,0)   (5.2351476328585784e-18,0)   (2.9428344681749406e-18,0)   (-4.9563527885051632e-18,0)   
0.5   0   (0.23481295650494113,0)   (-0.0038057701663752083,0)   (-0.00077463576012281688,0)   (0.011581667730520563,0)   (-0.0058461058405947864,0)   (0.0050412602717746727,0)   (-0.00134892523548482,0)   (0.46962591300988066,0)   (-0.04643554908383174,0)   (-0.028992874815221781,0)   (0.031921396327555696,0)   (-0.016611691655216389,0)   (0.0041263623303987602,0)   (-0.00098505635210241254,0)   
1   0   (0.23642213884216709,0)   (-0.0046162476257162006,0)   (0.0022369507426647176,0)   (0.013203099938395167,0)   (-0.011211100137121349,0)   (0.012370672266888602,0)   (-0.0032553877905561282,0)   (0.47284427768432974,0)   (-0.073486954574647864,0)   (-0.030333720399605153,0)   (0.045709808526713573,0)   (-0.0372178698517776,0)   (0.0090433171291859644,0)   (-0.00027879439547206733,0)   
2   0   (0.2366998803687792,0)   (-0.014594523568376119,0)   (0.0076113594554979135,0)   (0.010068353889314282,0)   (-0.017990327808112879,0)   (0.022468722865874192,0)   (-0.0073273288683789453,0)   (0.47339976073755807,0)   (-0.118085657598529,0)   (-0.018817890060648199,0)   (0.048726866272654816,0)   (-0.063863579903330039,0)   (0.029467308041352287,0)   (-0.0056099999324363201,0)   
10   0   (0.23570292186415578,0)   (-0.10935104595145038,0)   (0.021209583701156286,0)   (0.0014540157961558766,0)   (-0.042160167470879271,0)   (0.040314575095776017,0)   (-0.063778125036462532,0)   (0.47140584372831273,0)   (-0.26137164278887304,0)   (0.041725307551000797,0)   (0.015850330147461084,0)   (-0.10215964539163834,0)   (0.11932383970402984,0)   (-0.17999256131433733,0)   
100   0   (0.23517011192379811,0)   (-0.1534147716456902,0)   (0.032026892179888716,0)   (-0.0046507200942784736,0)   (-0.046620947126488593,0)   (0.050848668615115902,0)   (-0.11335923051843901,0)   (0.47034022384759788,0)   (-0.30965775940877355,0)   (0.050733443998665695,0)   (0.0076923413256856461,0)   (-0.099697162886402943,0)   (0.11436652200869779,0)   (-0.23272623245897514,0)   
200   0   (0.23517011190425302,0)   (-0.15341477331593859,0)   (0.032026892618971903,0)   (-0.0046507203550922426,0)   (-0.046620947271212479,0)   (0.050848669042600506,0)   (-0.11335923262358201,0)   (0.47034022380850771,0)   (-0.30965776105837439,0)   (0.050733444189676458,0)   (0.0076923411219645965,0)   (-0.0996971627270479,0)   (0.11436652155682381,0)   (-0.23272623386706945,0)   
500   0   (0.23517011190425302,0)   (-0.15341477331593859,0)   (0.032026892618971903,0)   (-0.0046507203550922444,0)   (-0.046620947271212479,0)   (0.050848669042600506,0)   (-0.11335923262358201,0)   (0.47034022380850771,0)   (-0.30965776105837439,0)   (0.050733444189676458,0)   (0.0076923411219645957,0)   (-0.0996971627270479,0)   (0.11436652155682381,0)   (-0.23272623386706945,0)   
1000   0   (0.23517011190425302,0)   (-0.15341477331593859,0)   (0.032026892618971903,0)   (-0.0046507203550922444,0)   (-0.046620947271212479,0)   (0.050848669042600506,0)   (-0.11335923262358201,0)   (0.47034022380850771,0)   (-0.30965776105837439,0)   (0.050733444189676458,0)   (0.0076923411219645957,0)   (-0.0996971627270479,0)   (0.11436652155682381,0)   (-0.23272623386706945,0)   
10000   0   (0.23517011190425302,0)   (-0.15341477331593859,0)   (0.032026892618971903,0)   (-0.0046507203550922444,0)   (-0.046620947271212479,0)   (0.050848669042600506,0)   (-0.11335923262358201,0)   (0.47034022380850771,0)   (-0.30965776105837439,0)   (0.050733444189676458,0)   (0.0076923411219645957,0)   (-0.0996971627270479,0)   (0.11436652155682381,0)   (-0.23272623386706945,0)   
