0   0   (0.19999999999999998,0)   (-8.3266726846886737e-18,0)   (-5.551115123125783e-18,0)   (2.7755575615628915e-18,0)   (-2.7755575615628915e-18,0)   (0.40000000000000024,0)   (-6.0281640790194048e-18,0)   (-6.2883726004159257e-18,0)   (2.2334564753201393e-18,0)   (7.0852611971927709e-18,0)   
0.5   0   (0.19979745089896436,0)   (0.020230818445778332,0)   (0.020251440564871791,0)   (0.0034081798643560805,0)   (0.001852761272508861,0)   (0.39959490179792873,0)   (-1.3906387634202227e-05,0)   (-1.3882637731030936e-05,0)   (3.5786234823673401e-07,0)   (-5.2817698695125876e-09,0)   
1   0   (0.19883052094570633,0)   (0.042642744393388027,0)   (0.042896359465366518,0)   (0.014160549605147163,0)   (0.0082169393395789461,0)   (0.39766104189141266,0)   (-8.6750189356208266e-05,0)   (-8.6187272446477942e-05,0)   (4.538026901227306e-06,0)   (-1.3018916176528802e-07,0)   
2   0   (0.19351109010782416,0)   (0.085332124758926708,0)   (0.087880057983459034,0)   (0.051706548131164196,0)   (0.032650289085205474,0)   (0.3870221802156486,0)   (-0.00034237002065402465,0)   (-0.00033450708036431297,0)   (3.5603811760172086e-05,0)   (-1.862854190614619e-06,0)   
10   0   (0.16634641518063853,0)   (0.1314681300713047,0)   (0.15301845962028554,0)   (0.13124235928374206,0)   (0.082195233397527726,0)   (0.33269283036127739,0)   (-1.6163047115012091e-05,0)   (-1.2851623632343077e-05,0)   (3.6099052096788881e-06,0)   (-2.3479543066265378e-07,0)   
100   0   (0.17901556898677901,0)   (0.12529344606268275,0)   (0.17842867686141642,0)   (0.12529344606268236,0)   (0.10803113797355532,0)   (0.35803113797355823,0)   (4.3511229717415082e-17,0)   (-5.264500164673269e-17,0)   (1.2269697012727696e-17,0)   (1.6725222481738315e-19,0)   
200   0   (0.17973279087227914,0)   (0.12500602641771325,0)   (0.17972073803685579,0)   (0.12500602641771286,0)   (0.10946558174455556,0)   (0.35946558174455856,0)   (5.2341961575919764e-17,0)   (-5.1920034022529984e-17,0)   (1.8291166261173361e-17,0)   (-6.1142526990553129e-18,0)   
500   0   (0.17974782896528618,0)   (0.12500000004924838,0)   (0.17974782886679264,0)   (0.12500000004924797,0)   (0.10949565793056965,0)   (0.35949565793057264,0)   (4.9110577811864615e-17,0)   (-5.4398503731458291e-17,0)   (1.204441677170821e-17,0)   (-5.0830499755466417e-18,0)   
1000   0   (0.17974782908817571,0)   (0.12500000000000158,0)   (0.17974782908817571,0)   (0.12500000000000117,0)   (0.10949565817634874,0)   (0.35949565817635171,0)   (4.7070974470797398e-17,0)   (-5.3873590517557183e-17,0)   (1.183440386501851e-17,0)   (-2.632210699512749e-18,0)   
10000   0   (0.17974782908817571,0)   (0.12500000000000158,0)   (0.17974782908817571,0)   (0.12500000000000117,0)   (0.10949565817634874,0)   (0.35949565817635171,0)   (4.7054374285870892e-17,0)   (-5.3814887433552478e-17,0)   (1.1817803680091998e-17,0)   (-2.6427427954334171e-18,0)   
