0   0   (0.1875,0)   (-2.0816681711721685e-17,0)   (-8.6736173798840355e-18,0)   (-1.0408340855860843e-17,0)   (0.37499999999999978,0)   (1.7347234759768071e-18,0)   (7.8062556418956319e-18,0)   (2.8622937353617317e-17,0)   
0.5   0   (0.19808604811654357,0)   (-0.0100672641328328,0)   (-0.010067264132832853,0)   (0.011745586696583266,0)   (0.39617209623308686,0)   (-0.040809867366833841,0)   (-0.040809867366833799,0)   (0.027755043813135323,0)   
1   0   (0.20172042945145838,0)   (-0.03362697932067242,0)   (-0.03362697932067249,0)   (0.03121256871292203,0)   (0.40344085890291626,0)   (-0.086005464313208518,0)   (-0.086005464313208491,0)   (0.084534152129624965,0)   
2   0   (0.20435419973281749,0)   (-0.048451748398262329,0)   (-0.048451748398262398,0)   (0.040320855760804124,0)   (0.4087083994656347,0)   (-0.10729149574128183,0)   (-0.10729149574128179,0)   (0.11608127322260856,0)   
10   0   (0.2046222918862888,0)   (-0.049990665418465932,0)   (-0.049990665418466008,0)   (0.040718077922615642,0)   (0.40924458377257716,0)   (-0.10885971612695217,0)   (-0.10885971612695214,0)   (0.11852650584974819,0)   
100   0   (0.20462229188731298,0)   (-0.049990665423919577,0)   (-0.049990665423919653,0)   (0.040718077921052462,0)   (0.40924458377462564,0)   (-0.10885971613036884,0)   (-0.10885971613036879,0)   (0.11852650585357349,0)   
200   0   (0.20462229188731301,0)   (-0.049990665423919577,0)   (-0.049990665423919653,0)   (0.040718077921052469,0)   (0.40924458377462564,0)   (-0.10885971613036884,0)   (-0.10885971613036879,0)   (0.11852650585357349,0)   
500   0   (0.20462229188731298,0)   (-0.049990665423919577,0)   (-0.049990665423919653,0)   (0.040718077921052462,0)   (0.40924458377462558,0)   (-0.10885971613036884,0)   (-0.10885971613036879,0)   (0.11852650585357349,0)   
1000   0   (0.20462229188731304,0)   (-0.049990665423919584,0)   (-0.049990665423919653,0)   (0.040718077921052469,0)   (0.40924458377462553,0)   (-0.10885971613036882,0)   (-0.10885971613036878,0)   (0.11852650585357347,0)   
10000   0   (0.20462229188731298,0)   (-0.049990665423919577,0)   (-0.049990665423919646,0)   (0.040718077921052462,0)   (0.40924458377462558,0)   (-0.10885971613036884,0)   (-0.10885971613036882,0)   (0.11852650585357349,0)   
