0   0   (0.20833333333333334,0)   (0,0)   (-2.3129646346357427e-18,0)   (-5.7824115865893572e-18,0)   (-6.9388939039072284e-18,0)   (-1.5034270125132327e-17,0)   (0.41666666666666674,0)   (-8.5109870540112098e-18,0)   (-3.1983964088322381e-18,0)   (4.6982094141038528e-18,0)   (-1.3642877337109265e-18,0)   (3.6253010142484055e-18,0)   
0.5   0   (0.20927054651875335,0)   (0.022707527656739449,0)   (0.022538759716285866,0)   (0.0044657562490704921,0)   (0.0025542166356521852,0)   (0.00059412947507692104,0)   (0.41854109303750781,0)   (-0.00021960658782904332,0)   (-0.00021794939681600768,0)   (1.5634333781957799e-05,0)   (-6.2562138162364859e-07,0)   (1.9300823162482259e-08,0)   
1   0   (0.21063763517544862,0)   (0.048191735870037895,0)   (0.047340080758312274,0)   (0.018437804014838438,0)   (0.011982452019610155,0)   (0.0049972309894583886,0)   (0.4212752703508969,0)   (-0.001184116986919424,0)   (-0.0011542404452284428,0)   (0.00016785082867746734,0)   (-1.260445488443014e-05,0)   (7.6476054984092807e-07,0)   
2   0   (0.20999254001936238,0)   (0.09669042889063989,0)   (0.094987642966133851,0)   (0.063957412485415158,0)   (0.049874117280257035,0)   (0.032611547902686271,0)   (0.41998508003872453,0)   (-0.0036581007443307824,0)   (-0.0034422880859474106,0)   (0.00091873289691698037,0)   (-0.00011113520795106279,0)   (1.1920601016778102e-05,0)   
10   0   (0.19295729435977857,0)   (0.1624854886538955,0)   (0.15456424705629065,0)   (0.15428301673196723,0)   (0.16193534996340953,0)   (0.13445993919634014,0)   (0.38591458871955753,0)   (-0.00022312662388521774,0)   (-0.00018755924253791825,0)   (6.6863149867369247e-05,0)   (-6.0475763663977958e-06,0)   (-5.4725569264857943e-06,0)   
100   0   (0.18553389603966552,0)   (0.16571870656050899,0)   (0.1448151894791565,0)   (0.14481518947915659,0)   (0.16571870656050888,0)   (0.12106779207933101,0)   (0.37106779207933138,0)   (6.6117934671885033e-17,0)   (-4.3834862844307113e-17,0)   (5.6047572195290751e-18,0)   (6.7278832468867234e-19,0)   (-3.5986844659560841e-17,0)   
200   0   (0.18553389328303085,0)   (0.16571870760170301,0)   (0.14481518568132778,0)   (0.1448151856813279,0)   (0.1657187076017029,0)   (0.12106778656606176,0)   (0.37106778656606187,0)   (6.036897435065719e-17,0)   (-4.2741151858559296e-17,0)   (7.8910895965138077e-18,0)   (-1.1459464107386944e-18,0)   (-3.9015907290879803e-17,0)   
500   0   (0.18553389328303072,0)   (0.1657187076017031,0)   (0.14481518568132762,0)   (0.1448151856813277,0)   (0.16571870760170299,0)   (0.12106778656606144,0)   (0.37106778656606171,0)   (5.4847077400610456e-17,0)   (-4.5672016515951874e-17,0)   (6.2612675461037881e-18,0)   (-1.2874900798265365e-18,0)   (-2.8512823070474258e-17,0)   
1000   0   (0.18553389328303072,0)   (0.1657187076017031,0)   (0.14481518568132762,0)   (0.1448151856813277,0)   (0.16571870760170299,0)   (0.12106778656606144,0)   (0.37106778656606171,0)   (5.4847077400610456e-17,0)   (-4.5672016515951874e-17,0)   (6.2612675461037881e-18,0)   (-1.2874900798265365e-18,0)   (-2.8512823070474258e-17,0)   
10000   0   (0.18553389328303072,0)   (0.1657187076017031,0)   (0.14481518568132762,0)   (0.1448151856813277,0)   (0.16571870760170299,0)   (0.12106778656606144,0)   (0.37106778656606171,0)   (5.4847077400610456e-17,0)   (-4.5672016515951874e-17,0)   (6.2612675461037881e-18,0)   (-1.2874900798265365e-18,0)   (-2.8512823070474258e-17,0)   
