0   0   (0.22222222222222227,0)   (1.9274705288631189e-19,0)   (-5.3005439543735769e-18,0)   (-1.4841523072246016e-17,0)   (6.6497733245777608e-18,0)   (-1.0022846750088219e-17,0)   (3.1803263726241462e-18,0)   (9.8300996972019074e-18,0)   (7.420761536123008e-18,0)   (0.44444444444444847,0)   (2.5255887273509557e-17,0)   (-8.1917497476682559e-18,0)   (-2.073837822148662e-17,0)   (1.3221243158920457e-18,0)   (-6.3154776547280633e-18,0)   (1.7467701667822016e-19,0)   (-6.0233454026972471e-20,0)   (-1.7889335846010823e-18,0)   
0.5   0   (0.24234098519616851,0)   (0.0057344140739725193,0)   (0.010676401056915035,0)   (0.0088168913915488301,0)   (-0.0053108836003483359,0)   (0.0052220194899426772,0)   (-0.0017559841639988648,0)   (0.00098958348120915937,0)   (-0.00024979095007142974,0)   (0.48468197039227773,0)   (-0.036049866423608239,0)   (-0.016392406999830335,0)   (0.021848893228177652,0)   (-0.015319999572913724,0)   (0.0045885266510347555,0)   (-0.00093270203639378609,0)   (0.00015407766754657186,0)   (-3.3629887671172555e-05,0)   
1   0   (0.24322486448622788,0)   (0.012648396571592641,0)   (0.023309023619577408,0)   (0.0074791636531088808,0)   (-0.0080204224751745483,0)   (0.010901843349287465,0)   (-0.0042547527817872492,0)   (0.0032107460034858813,0)   (-0.00072299088398170746,0)   (0.48644972897235234,0)   (-0.058800904587427823,0)   (-0.014600698353143761,0)   (0.025641372448280526,0)   (-0.025361183613398227,0)   (0.01002296515847167,0)   (-0.00078947289478194281,0)   (-0.0010169449206426384,0)   (0.00039001361558611619,0)   
2   0   (0.24339325261532205,0)   (0.014223873329120815,0)   (0.036665033679270521,0)   (0.0016173174592651824,0)   (-0.009296442777338881,0)   (0.018039234515131976,0)   (-0.011348709512085164,0)   (0.010150228953375568,0)   (-0.0029796696593807131,0)   (0.48678650523056088,0)   (-0.095199120451650285,0)   (-0.0062021813803243711,0)   (0.026850801677784218,0)   (-0.034481968791505897,0)   (0.023862812873002046,0)   (-0.012093148254294778,0)   (0.0007028147437141564,0)   (0.0010678458414206317,0)   
10   0   (0.24285371478582973,0)   (-0.060785743879874676,0)   (0.042105379646580121,0)   (-0.018557500343731409,0)   (-0.010968962881227163,0)   (0.023310391526307369,0)   (-0.040991021969781889,0)   (0.030061333316964395,0)   (-0.03203210620542505,0)   (0.48570742957165253,0)   (-0.21685643357232259,0)   (0.044252313638759332,0)   (-0.0098381112902381929,0)   (-0.027597243103969629,0)   (0.044624481542403935,0)   (-0.090442057890546268,0)   (0.10139676713069264,0)   (-0.10284642300851697,0)   
100   0   (0.24212061645462471,0)   (-0.16625978156964952,0)   (0.058064860572774803,0)   (-0.032623036668961602,0)   (-0.012710656697137257,0)   (0.028646501671851291,0)   (-0.058191339520750472,0)   (0.056518040552191111,0)   (-0.11548634398298431,0)   (0.48424123290924681,0)   (-0.32101942549734525,0)   (0.072584596783090705,0)   (-0.031645753395900832,0)   (-0.030111138692000813,0)   (0.046717795230703914,0)   (-0.096561838583212781,0)   (0.10944397173559275,0)   (-0.22997545339351527,0)   
200   0   (0.24212031864601061,0)   (-0.16630380874058417,0)   (0.058074990374304317,0)   (-0.03263056137511057,0)   (-0.012710411575491319,0)   (0.028648678515636215,0)   (-0.058198193829353477,0)   (0.056532691332317558,0)   (-0.11553369387577557,0)   (0.48424063729202033,0)   (-0.3210599182920858,0)   (0.072592213160079508,0)   (-0.031650113306677788,0)   (-0.030117084336048105,0)   (0.046721005162547312,0)   (-0.096557864630286358,0)   (0.10942293885995218,0)   (-0.23000250595183558,0)   
500   0   (0.24212031861023658,0)   (-0.16630381402930822,0)   (0.05807499159113904,0)   (-0.03263056227901024,0)   (-0.012710411546045821,0)   (0.028648678777127578,0)   (-0.058198194652721781,0)   (0.056532693092229108,0)   (-0.11553369956364645,0)   (0.4842406372204715,0)   (-0.32105992315624504,0)   (0.072592214074987449,0)   (-0.031650113830405377,0)   (-0.030117085050265974,0)   (0.046721005548138961,0)   (-0.096557864152916367,0)   (0.1094229363333836,0)   (-0.23000250920148238,0)   
1000   0   (0.24212031861023658,0)   (-0.16630381402930822,0)   (0.05807499159113904,0)   (-0.03263056227901024,0)   (-0.012710411546045821,0)   (0.028648678777127578,0)   (-0.058198194652721781,0)   (0.056532693092229108,0)   (-0.11553369956364645,0)   (0.4842406372204715,0)   (-0.32105992315624504,0)   (0.072592214074987449,0)   (-0.031650113830405377,0)   (-0.030117085050265974,0)   (0.046721005548138961,0)   (-0.096557864152916367,0)   (0.1094229363333836,0)   (-0.23000250920148238,0)   
10000   0   (0.24212031861023658,0)   (-0.16630381402930822,0)   (0.05807499159113904,0)   (-0.03263056227901024,0)   (-0.012710411546045821,0)   (0.028648678777127578,0)   (-0.058198194652721781,0)   (0.056532693092229108,0)   (-0.11553369956364645,0)   (0.4842406372204715,0)   (-0.32105992315624504,0)   (0.072592214074987449,0)   (-0.031650113830405377,0)   (-0.030117085050265974,0)   (0.046721005548138961,0)   (-0.096557864152916367,0)   (0.1094229363333836,0)   (-0.23000250920148238,0)   
