0   0   (0.20833333333333334,0)   (-3.4694469519536142e-18,0)   (-2.3129646346357427e-18,0)   (2.8912057932946786e-18,0)   (3.4694469519536142e-18,0)   (-3.4694469519536142e-18,0)   (0.41666666666666718,0)   (-8.7458975247164029e-18,0)   (5.5655711520922564e-18,0)   (-6.7943336142424942e-18,0)   (-1.1564823173178713e-18,0)   (-8.4929170178031177e-19,0)   
0.5   0   (0.21701597952514903,0)   (0.0197218202887092,0)   (0.018402022603515058,0)   (0.0044359148623561995,0)   (0.0024933464623322749,0)   (0.00079097302996780508,0)   (0.4340319590502984,0)   (-0.0058489054139441434,0)   (-0.0054219840748860361,0)   (0.0015264013964403943,0)   (-0.00021292774841205725,0)   (2.4086213863005355e-05,0)   
1   0   (0.22224791440152117,0)   (0.03535913988679109,0)   (0.031359435076011452,0)   (0.012864982270032367,0)   (0.0077727378594933672,0)   (0.0047024762113708962,0)   (0.4444958288030415,0)   (-0.018987591269392246,0)   (-0.015888060948534583,0)   (0.0091341649820530432,0)   (-0.0021221401682692599,0)   (0.00041805295215553728,0)   
2   0   (0.22384651512611053,0)   (0.056468439034460756,0)   (0.04673580081724675,0)   (0.025509565949329047,0)   (0.018167555586985615,0)   (0.01774857327412048,0)   (0.44769303025222096,0)   (-0.041484888417839781,0)   (-0.032584765788097818,0)   (0.03055001673650393,0)   (-0.009528445444090955,0)   (0.0019554699275196089,0)   
10   0   (0.22396412214782516,0)   (0.082933239955387747,0)   (0.05505570730718494,0)   (0.018074403494767157,0)   (0.04567771861218245,0)   (0.083516942792963844,0)   (0.44792824429564948,0)   (-0.070976843556786837,0)   (-0.074855374189851415,0)   (0.10519493335907212,0)   (-0.021138287970407624,0)   (-0.039620750919336506,0)   
100   0   (0.2252342308312395,0)   (0.083671489199700452,0)   (0.051712621679537531,0)   (0.012566908132166208,0)   (0.048665876254286991,0)   (0.097553805890274251,0)   (0.45046846166247895,0)   (-0.07020951101009984,0)   (-0.082900344276334512,0)   (0.12494393853717212,0)   (-0.020222335641188891,0)   (-0.061221416048057642,0)   
200   0   (0.22523423083143379,0)   (0.083671489200464438,0)   (0.051712621678792696,0)   (0.01256690813187855,0)   (0.048665876255687503,0)   (0.097553805892893253,0)   (0.45046846166286758,0)   (-0.070209511009399012,0)   (-0.082900344276981605,0)   (0.12494393854147491,0)   (-0.020222335641915612,0)   (-0.061221416052691123,0)   
500   0   (0.22523423083143382,0)   (0.083671489200464452,0)   (0.051712621678792689,0)   (0.012566908131878551,0)   (0.048665876255687496,0)   (0.097553805892893267,0)   (0.45046846166286758,0)   (-0.070209511009399012,0)   (-0.082900344276981605,0)   (0.12494393854147488,0)   (-0.020222335641915615,0)   (-0.061221416052691123,0)   
1000   0   (0.22523423083143382,0)   (0.083671489200464438,0)   (0.051712621678792696,0)   (0.01256690813187855,0)   (0.048665876255687496,0)   (0.097553805892893253,0)   (0.45046846166286747,0)   (-0.070209511009399012,0)   (-0.082900344276981591,0)   (0.12494393854147491,0)   (-0.020222335641915608,0)   (-0.06122141605269113,0)   
10000   0   (0.22523423083143379,0)   (0.083671489200464452,0)   (0.051712621678792696,0)   (0.012566908131878551,0)   (0.048665876255687496,0)   (0.097553805892893253,0)   (0.45046846166286753,0)   (-0.070209511009399025,0)   (-0.082900344276981591,0)   (0.1249439385414749,0)   (-0.020222335641915612,0)   (-0.06122141605269113,0)   
