0   0   (0.20000000000000001,0)   (4.1633363423443369e-18,0)   (1.1102230246251566e-17,0)   (-2.7755575615628915e-18,0)   (5.551115123125783e-18,0)   (0.39999999999999986,0)   (-1.3877787807814458e-18,0)   (-2.0816681711721684e-18,0)   (-1.0408340855860842e-18,0)   (-3.1225022567582528e-18,0)   
0.5   0   (0.21009280526830187,0)   (0.0129026807187209,0)   (0.011295877194282235,0)   (0.0037737093616161204,0)   (0.0017284884009615557,0)   (0.42018561053660358,0)   (-0.012099976903199782,0)   (-0.010987819377823792,0)   (0.003692667835252249,0)   (-0.00070299518976272429,0)   
1   0   (0.21428858725976802,0)   (0.013649231964835756,0)   (0.009963762752661762,0)   (0.0084403281425544392,0)   (0.0023826466238273075,0)   (0.42857717451953575,0)   (-0.038259306293800185,0)   (-0.032290729598456268,0)   (0.020017330648813177,0)   (-0.0063486167614593561,0)   
2   0   (0.21659266773629052,0)   (0.0053039369542737993,0)   (-0.0052408681384297625,0)   (0.0099863212157368202,0)   (-0.00037387680775537212,0)   (0.43318533547258087,0)   (-0.077899003834487057,0)   (-0.064477886204277413,0)   (0.062213644085949302,0)   (-0.026439515103280419,0)   
10   0   (0.21837277182656228,0)   (0.0082974804088573016,0)   (-0.03067232344644321,0)   (0.0042411106495600821,0)   (0.02735131214645229,0)   (0.43674554365312396,0)   (-0.1195782779394171,0)   (-0.096629235895010115,0)   (0.13429283165770964,0)   (-0.080852767868318437,0)   
100   0   (0.21818476708486345,0)   (0.052945185613401113,0)   (-0.039826913751821645,0)   (0.0018409440599723051,0)   (0.073433194933639492,0)   (0.4363695341697264,0)   (-0.074480582229926429,0)   (-0.12375610242919943,0)   (0.1488145691313989,0)   (-0.030505843005569733,0)   
200   0   (0.21817544365664229,0)   (0.055939610965231298,0)   (-0.040446129208112906,0)   (0.0017089842535928477,0)   (0.07645040642345001,0)   (0.43635088731328414,0)   (-0.071255626650942344,0)   (-0.12561261954480057,0)   (0.14972400374084338,0)   (-0.0268038724319552,0)   
500   0   (0.21817509398800058,0)   (0.056051914789618719,0)   (-0.0404693524498674,0)   (0.0017040351935293616,0)   (0.076563564825974317,0)   (0.43635018797600078,0)   (-0.071134676951936496,0)   (-0.12568224691821139,0)   (0.14975811144855714,0)   (-0.026665032619858198,0)   
1000   0   (0.21817509397229137,0)   (0.056051919834964256,0)   (-0.040469353493191432,0)   (0.0017040349711885975,0)   (0.076563569909712498,0)   (0.4363501879445823,0)   (-0.071134671518167603,0)   (-0.12568225004628081,0)   (0.14975811298087513,0)   (-0.026665026382360679,0)   
10000   0   (0.21817509397229137,0)   (0.056051919834964541,0)   (-0.040469353493191487,0)   (0.0017040349711885847,0)   (0.076563569909712789,0)   (0.43635018794458225,0)   (-0.071134671518167297,0)   (-0.12568225004628097,0)   (0.14975811298087527,0)   (-0.026665026382360343,0)   
