0   0   (0.21874999999999997,0)   (-8.4567769453869346e-18,0)   (7.589415207398531e-18,0)   (7.589415207398531e-18,0)   (-9.540979117872439e-18,0)   (-2.8189256484623115e-18,0)   (-2.6020852139652106e-18,0)   (-4.3368086899420177e-18,0)   (0.43749999999999922,0)   (2.274791683146149e-17,0)   (1.3450883202398289e-17,0)   (9.1953896753926845e-18,0)   (-6.3696877633523385e-19,0)   (-8.8091426514447235e-20,0)   (4.0589818832426072e-18,0)   (3.8353651851674719e-18,0)   
0.5   0   (0.23736887407625648,0)   (0.0098642902220807058,0)   (0.010592145936088029,0)   (0.0082348160909714967,0)   (-0.0014906438594377628,0)   (0.0029657138235516163,0)   (-0.00040582712951719253,0)   (0.00055318524806889831,0)   (0.47473774815251296,0)   (-0.028156308934792131,0)   (-0.018815321796045861,0)   (0.018098624502750595,0)   (-0.007638308808657737,0)   (0.0020822477573571967,0)   (-0.00045219912625204769,0)   (0.00010009695505777912,0)   
1   0   (0.23965456854844108,0)   (0.022129953432001664,0)   (0.021862411609804979,0)   (0.012402193099933692,0)   (-0.0040454724083842297,0)   (0.0094193817066698556,0)   (-0.00065204004813066536,0)   (0.0030798791647783531,0)   (0.47930913709687006,0)   (-0.044536815110016004,0)   (-0.022540090577480302,0)   (0.031122722985104014,0)   (-0.019952269843182071,0)   (0.0049808594836639603,0)   (-0.00055618905310045677,0)   (6.4271574946535268e-05,0)   
2   0   (0.24058478688061161,0)   (0.042919264483789063,0)   (0.040464545005215319,0)   (0.012991531775555221,0)   (-0.0054985852723409877,0)   (0.020275156414874086,0)   (0.0035151936109992002,0)   (0.011846881454519009,0)   (0.48116957376119601,0)   (-0.065936801557480579,0)   (-0.019445371193357437,0)   (0.038045705125270834,0)   (-0.034758635980145114,0)   (0.0094902327720872599,0)   (0.0019263889115547464,0)   (-0.0016787510332536646,0)   
10   0   (0.24059781773527603,0)   (0.08541739078811747,0)   (0.078959278547884551,0)   (0.018302741139545328,0)   (6.281772933226417e-05,0)   (0.048590004693129407,0)   (0.054924052831627088,0)   (0.091762309636768583,0)   (0.48119563547054983,0)   (-0.099503503283099759,0)   (0.0081660183038697841,0)   (0.033752381105967802,0)   (-0.056722527912363187,0)   (0.042430225391429183,0)   (-0.026999777072023647,0)   (0.0089271083277280908,0)   
100   0   (0.24054433844589496,0)   (0.092770742866929615,0)   (0.078437082710442002,0)   (0.011739306724251381,0)   (-0.011011507411145495,0)   (0.03655545693572447,0)   (0.071614119640109941,0)   (0.13701764401233524,0)   (0.48108867689179019,0)   (-0.10110633876665598,0)   (0.026311083240091352,0)   (0.01597385318111005,0)   (-0.073480468090565187,0)   (0.097823566480916072,0)   (-0.089657276503954414,0)   (0.045021227761487904,0)   
200   0   (0.24043908404100672,0)   (0.077934115254766012,0)   (0.072077929259019222,0)   (0.0054284354256688393,0)   (-0.021525016569531021,0)   (0.025156941584216403,0)   (0.05458068523995712,0)   (0.12464382659283377,0)   (0.48087816808201295,0)   (-0.11410343817138463,0)   (0.03454237177555558,0)   (0.010203080587046848,0)   (-0.083580086818817553,0)   (0.11770787049245104,0)   (-0.10589368266361487,0)   (0.051812982454658207,0)   
500   0   (0.24040717594522601,0)   (0.073444385580092045,0)   (0.070156882625355077,0)   (0.0035213703721526141,0)   (-0.024704513753535783,0)   (0.021711564508452245,0)   (0.049426393400435559,0)   (0.12089486611904611,0)   (0.48081435189045157,0)   (-0.11803720711702588,0)   (0.037029278035150312,0)   (0.0084624661406639858,0)   (-0.086634587141321995,0)   (0.1237106124058182,0)   (-0.11078568852783932,0)   (0.053854594625699165,0)   
1000   0   (0.24040689881331229,0)   (0.073405390929080924,0)   (0.070140197784363673,0)   (0.0035048069585170501,0)   (-0.024732128630614029,0)   (0.02168164040000483,0)   (0.049381626828523026,0)   (0.12086230523888311,0)   (0.48081379762662413,0)   (-0.11807137308935654,0)   (0.037050877534062582,0)   (0.0084473484257643824,0)   (-0.086661116387755061,0)   (0.12376274791827538,0)   (-0.11082817690066869,0)   (0.053872326524785977,0)   
10000   0   (0.24040689871937851,0)   (0.073405377711864214,0)   (0.070140192129045459,0)   (0.0035048013443566011,0)   (-0.024732137990662265,0)   (0.02168163025724381,0)   (0.049381611654916724,0)   (0.12086229420238966,0)   (0.48081379743875663,0)   (-0.1180713846698951,0)   (0.037050884855201506,0)   (0.0084473433016227801,0)   (-0.086661125379829354,0)   (0.12376276558958024,0)   (-0.11082819130208055,0)   (0.053872332535003953,0)   
