0   0   (0.16666666666666666,0)   (0,0)   (-9.2518585385429707e-18,0)   (0.33333333333333331,0)   (-4.6259292692714853e-18,0)   (-2.3129646346357427e-18,0)   
0.5   0   (0.16666666666666666,0)   (-0.037644042674677698,0)   (-0.037644042674677712,0)   (0.33333333333333331,0)   (-0.085394520665072943,0)   (-0.085394520665072943,0)   
1   0   (0.16666666666666666,0)   (-0.075640787210620106,0)   (-0.07564078721062012,0)   (0.33333333333333343,0)   (-0.15430835546927432,0)   (-0.15430835546927432,0)   
2   0   (0.16666666666666671,0)   (-0.083232916297847695,0)   (-0.083232916297847709,0)   (0.33333333333333326,0)   (-0.16652930826828249,0)   (-0.16652930826828252,0)   
10   0   (0.16666666666666669,0)   (-0.083333333333333343,0)   (-0.083333333333333356,0)   (0.33333333333333326,0)   (-0.16666666666666666,0)   (-0.16666666666666669,0)   
100   0   (0.16666666666666669,0)   (-0.083333333333333343,0)   (-0.083333333333333356,0)   (0.33333333333333326,0)   (-0.16666666666666669,0)   (-0.16666666666666669,0)   
200   0   (0.16666666666666669,0)   (-0.083333333333333343,0)   (-0.083333333333333356,0)   (0.33333333333333326,0)   (-0.16666666666666669,0)   (-0.16666666666666669,0)   
500   0   (0.16666666666666669,0)   (-0.083333333333333343,0)   (-0.083333333333333356,0)   (0.33333333333333326,0)   (-0.16666666666666669,0)   (-0.16666666666666669,0)   
1000   0   (0.16666666666666669,0)   (-0.083333333333333343,0)   (-0.083333333333333356,0)   (0.33333333333333326,0)   (-0.16666666666666669,0)   (-0.16666666666666669,0)   
10000   0   (0.16666666666666669,0)   (-0.083333333333333343,0)   (-0.083333333333333356,0)   (0.33333333333333326,0)   (-0.16666666666666669,0)   (-0.16666666666666669,0)   
