0   0   (0.16666666666666666,0)   (9.2518585385429707e-18,0)   (-2.3129646346357429e-17,0)   (0.33333333333333331,0)   (4.6259292692714853e-18,0)   (4.6259292692714853e-18,0)   
0.5   0   (0.16666666666666666,0)   (-0.0025042831971492183,0)   (-0.0025042831971492444,0)   (0.33333333333333331,0)   (-0.022887888989504501,0)   (-0.022887888989504501,0)   
1   0   (0.16666666666666666,0)   (-0.027341227667249321,0)   (-0.027341227667249352,0)   (0.33333333333333331,0)   (-0.076713632212233221,0)   (-0.076713632212233235,0)   
2   0   (0.16666666666666671,0)   (-0.069848151662496569,0)   (-0.069848151662496583,0)   (0.33333333333333331,0)   (-0.14822056389866708,0)   (-0.14822056389866711,0)   
10   0   (0.16666666666666669,0)   (-0.083333329598135747,0)   (-0.083333329598135775,0)   (0.33333333333333326,0)   (-0.16666666290630153,0)   (-0.16666666290630153,0)   
100   0   (0.16666666666666666,0)   (-0.083333333333333301,0)   (-0.083333333333333329,0)   (0.33333333333333326,0)   (-0.16666666666666663,0)   (-0.16666666666666669,0)   
200   0   (0.16666666666666666,0)   (-0.083333333333333301,0)   (-0.083333333333333329,0)   (0.33333333333333326,0)   (-0.16666666666666663,0)   (-0.16666666666666669,0)   
500   0   (0.16666666666666666,0)   (-0.083333333333333301,0)   (-0.083333333333333329,0)   (0.33333333333333326,0)   (-0.16666666666666663,0)   (-0.16666666666666669,0)   
1000   0   (0.16666666666666666,0)   (-0.083333333333333301,0)   (-0.083333333333333329,0)   (0.33333333333333326,0)   (-0.16666666666666663,0)   (-0.16666666666666669,0)   
10000   0   (0.16666666666666666,0)   (-0.083333333333333301,0)   (-0.083333333333333329,0)   (0.33333333333333326,0)   (-0.16666666666666663,0)   (-0.16666666666666669,0)   
