0   0   (0.16666666666666663,0)   (0,0)   (-4.6259292692714853e-18,0)   (0.33333333333333343,0)   (-9.2518585385429707e-18,0)   (9.2518585385429707e-18,0)   
0.5   0   (0.16666666666666666,0)   (-0.022290076507159449,0)   (-0.022290076507159431,0)   (0.33333333333333326,0)   (-0.058082873623039641,0)   (-0.058082873623039599,0)   
1   0   (0.16666666666666666,0)   (-0.063560448802693736,0)   (-0.063560448802693709,0)   (0.3333333333333332,0)   (-0.1349009214372365,0)   (-0.13490092143723645,0)   
2   0   (0.16666666666666669,0)   (-0.082517481246513535,0)   (-0.082517481246513494,0)   (0.33333333333333337,0)   (-0.16555067937006906,0)   (-0.16555067937006901,0)   
10   0   (0.16666666666666669,0)   (-0.083333333333331469,0)   (-0.083333333333331427,0)   (0.33333333333333331,0)   (-0.16666666666666483,0)   (-0.16666666666666471,0)   
100   0   (0.16666666666666666,0)   (-0.083333333333333343,0)   (-0.083333333333333301,0)   (0.33333333333333326,0)   (-0.16666666666666666,0)   (-0.1666666666666666,0)   
200   0   (0.16666666666666666,0)   (-0.083333333333333343,0)   (-0.083333333333333301,0)   (0.33333333333333326,0)   (-0.16666666666666666,0)   (-0.1666666666666666,0)   
500   0   (0.16666666666666666,0)   (-0.083333333333333343,0)   (-0.083333333333333301,0)   (0.33333333333333326,0)   (-0.16666666666666666,0)   (-0.1666666666666666,0)   
1000   0   (0.16666666666666666,0)   (-0.083333333333333343,0)   (-0.083333333333333301,0)   (0.33333333333333326,0)   (-0.16666666666666666,0)   (-0.1666666666666666,0)   
10000   0   (0.16666666666666666,0)   (-0.083333333333333343,0)   (-0.083333333333333301,0)   (0.33333333333333326,0)   (-0.16666666666666666,0)   (-0.1666666666666666,0)   
