0   0   (0.20000000000000001,0)   (-8.3266726846886737e-18,0)   (-5.551115123125783e-18,0)   (-1.5265566588595904e-17,0)   (1.3877787807814458e-18,0)   (0.39999999999999958,0)   (-6.2450045135165057e-18,0)   (6.2450045135165057e-18,0)   (3.4694469519536142e-18,0)   (-3.8163916471489759e-18,0)   
0.5   0   (0.2147672216982838,0)   (-0.0030911162927920329,0)   (-0.0036701186168917018,0)   (0.0065482071842187196,0)   (-0.0012907272198537274,0)   (0.42953444339656771,0)   (-0.038028057012041011,0)   (-0.031897672558876905,0)   (0.018589684159571265,0)   (-0.0057944937898415337,0)   
1   0   (0.2176711066165504,0)   (-0.019387707196125661,0)   (-0.020443763253910761,0)   (0.015252261631990496,0)   (-0.0070403104769391064,0)   (0.43534221323310035,0)   (-0.082601648290091673,0)   (-0.063836151136806449,0)   (0.059293692822033339,0)   (-0.026554287969375465,0)   
2   0   (0.21911771948066577,0)   (-0.032295223063192546,0)   (-0.030126178627706016,0)   (0.021480816094729356,0)   (-0.0089974691680888702,0)   (0.4382354389613306,0)   (-0.12172004525234235,0)   (-0.075570802196594969,0)   (0.095602794999713636,0)   (-0.063741057224602549,0)   
10   0   (0.21837633608177517,0)   (-0.095260958339390578,0)   (-0.01479810045712893,0)   (0.020174726891404152,0)   (-0.065103747529082392,0)   (0.43675267216355018,0)   (-0.23218230199854845,0)   (-0.035786206980074745,0)   (0.092753776945889307,0)   (-0.19025553597804015,0)   
100   0   (0.2180174828019826,0)   (-0.13021436332111674,0)   (-0.0063807974516591299,0)   (0.021668554363168283,0)   (-0.1030908761280622,0)   (0.43603496560396504,0)   (-0.2704204931633683,0)   (-0.017288038202998096,0)   (0.083001703505208455,0)   (-0.22902902954640822,0)   
200   0   (0.21801748280054498,0)   (-0.13021436346668402,0)   (-0.0063807974168137412,0)   (0.021668554369981771,0)   (-0.10309087628702907,0)   (0.43603496560108979,0)   (-0.2704204933190415,0)   (-0.017288038126929445,0)   (0.083001703464238213,0)   (-0.22902902970298364,0)   
500   0   (0.21801748280054498,0)   (-0.13021436346668402,0)   (-0.0063807974168137412,0)   (0.021668554369981771,0)   (-0.10309087628702907,0)   (0.43603496560108979,0)   (-0.2704204933190415,0)   (-0.017288038126929445,0)   (0.083001703464238213,0)   (-0.22902902970298364,0)   
1000   0   (0.21801748280054498,0)   (-0.13021436346668402,0)   (-0.0063807974168137412,0)   (0.021668554369981771,0)   (-0.10309087628702907,0)   (0.43603496560108979,0)   (-0.2704204933190415,0)   (-0.017288038126929445,0)   (0.083001703464238213,0)   (-0.22902902970298364,0)   
10000   0   (0.21801748280054498,0)   (-0.13021436346668402,0)   (-0.0063807974168137412,0)   (0.021668554369981771,0)   (-0.10309087628702907,0)   (0.43603496560108979,0)   (-0.2704204933190415,0)   (-0.017288038126929445,0)   (0.083001703464238213,0)   (-0.22902902970298364,0)   
