0   0   (0.22222222222222227,0)   (-9.6373526443155946e-18,0)   (-8.4808703269977243e-18,0)   (-5.3969174808167333e-18,0)   (1.1950317278951338e-17,0)   (3.0839528461809902e-18,0)   (-3.8549410577262378e-19,0)   (-4.5295557428283297e-18,0)   (6.1679056923619804e-18,0)   (0.44444444444443959,0)   (7.9929793493792473e-18,0)   (-1.1790698625779861e-17,0)   (3.4212601887320364e-18,0)   (-8.5019520359071645e-18,0)   (-2.6291902682773483e-18,0)   (1.3793460972176694e-18,0)   (-9.3361853741807332e-20,0)   (-6.2642792188051368e-18,0)   
0.5   0   (0.24223495764373223,0)   (0.0064499535008485064,0)   (0.010926208788101074,0)   (0.0088551297871898669,0)   (-0.0049757196902427215,0)   (0.0050480494825705926,0)   (-0.0016509228383421019,0)   (0.00096275489802826939,0)   (-0.00023544542974407686,0)   (0.48446991528740246,0)   (-0.034988047748050734,0)   (-0.016438937149058541,0)   (0.021590201014892958,0)   (-0.014680264230065819,0)   (0.0043704124602399856,0)   (-0.00093600251324818811,0)   (0.00017184396202157246,0)   (-3.9511731774452599e-05,0)   
1   0   (0.24319600843343614,0)   (0.014586844090139531,0)   (0.024036324525123162,0)   (0.0079187492586476095,0)   (-0.0076213225074336626,0)   (0.010668908720270048,0)   (-0.00391087136786395,0)   (0.0031395411224202419,0)   (-0.00064831091970355347,0)   (0.48639201686677858,0)   (-0.056524274574457918,0)   (-0.014840329863670815,0)   (0.025542024924925858,0)   (-0.024696459355944524,0)   (0.0093425823429269545,0)   (-0.0005680264356433259,0)   (-0.00093589126628287845,0)   (0.00034130706068510663,0)   
2   0   (0.24340057952036842,0)   (0.018716032154439621,0)   (0.038401369437687953,0)   (0.0026267940553208555,0)   (-0.0089473633873229461,0)   (0.017948945618657321,0)   (-0.010172088543537895,0)   (0.0098154388831051143,0)   (-0.002429973480201316,0)   (0.48680115904063659,0)   (-0.091078026325013148,0)   (-0.0071461103207004642,0)   (0.027215893215432184,0)   (-0.033981989489549592,0)   (0.022551672916372952,0)   (-0.010160675045000756,0)   (-9.0715466282873181e-05,0)   (0.001161396088870981,0)   
10   0   (0.24295604362990136,0)   (-0.044303058702770001,0)   (0.043575735568249958,0)   (-0.017907920097671438,0)   (-0.010068913034139345,0)   (0.022733902016349342,0)   (-0.038638085677912368,0)   (0.028454552821234234,0)   (-0.026676662413529704,0)   (0.48591208725978929,0)   (-0.20220514428332534,0)   (0.040185522756468327,0)   (-0.0070132233107805158,0)   (-0.027482004321137232,0)   (0.044685144125430835,0)   (-0.088440289812045353,0)   (0.096150195785310894,0)   (-0.089815531696827572,0)   
100   0   (0.24215251424913445,0)   (-0.16378407250484686,0)   (0.058326835820626081,0)   (-0.033129192768320458,0)   (-0.012240610106951776,0)   (0.028470631153674396,0)   (-0.05799087870569998,0)   (0.056375441737011533,0)   (-0.11772038739574167,0)   (0.48430502849826701,0)   (-0.31679597776723684,0)   (0.072278570026997627,0)   (-0.032026883761127681,0)   (-0.02889149394423652,0)   (0.045892315339807914,0)   (-0.095978226126752511,0)   (0.11251282112355046,0)   (-0.2367528501741035,0)   
200   0   (0.24215078767529433,0)   (-0.1640479217964923,0)   (0.058383127080282225,0)   (-0.033171722550196951,0)   (-0.012239628396031521,0)   (0.028483338275591189,0)   (-0.058028455067506118,0)   (0.056465249656287762,0)   (-0.11799444083272195,0)   (0.48430157535058727,0)   (-0.31703231808488086,0)   (0.072323771289231439,0)   (-0.032052511664390312,0)   (-0.028927339791051842,0)   (0.045910879146432569,0)   (-0.095949335247963535,0)   (0.11238551123942289,0)   (-0.23691885571154586,0)   
500   0   (0.24215078642134341,0)   (-0.16404811342087416,0)   (0.058383167962861797,0)   (-0.033171753438231269,0)   (-0.012239627682991293,0)   (0.02848334750433015,0)   (-0.058028482358000177,0)   (0.0564653148805382,0)   (-0.11799463986897664,0)   (0.48430157284268471,0)   (-0.31703248973052306,0)   (0.072323804117021356,0)   (-0.032052530276701491,0)   (-0.028927365825001883,0)   (0.045910892628870111,0)   (-0.095949314265232996,0)   (0.11238541877680762,0)   (-0.23691897627342662,0)   
1000   0   (0.24215078642134341,0)   (-0.16404811342087425,0)   (0.058383167962861811,0)   (-0.033171753438231283,0)   (-0.012239627682991295,0)   (0.028483347504330157,0)   (-0.058028482358000191,0)   (0.056465314880538228,0)   (-0.11799463986897672,0)   (0.48430157284268482,0)   (-0.31703248973052323,0)   (0.072323804117021398,0)   (-0.032052530276701512,0)   (-0.028927365825001897,0)   (0.045910892628870117,0)   (-0.095949314265232982,0)   (0.11238541877680761,0)   (-0.2369189762734267,0)   
10000   0   (0.24215078642134341,0)   (-0.16404811342087425,0)   (0.058383167962861811,0)   (-0.033171753438231283,0)   (-0.012239627682991295,0)   (0.028483347504330157,0)   (-0.058028482358000191,0)   (0.056465314880538228,0)   (-0.11799463986897672,0)   (0.48430157284268482,0)   (-0.31703248973052323,0)   (0.072323804117021398,0)   (-0.032052530276701512,0)   (-0.028927365825001897,0)   (0.045910892628870117,0)   (-0.095949314265232982,0)   (0.11238541877680761,0)   (-0.2369189762734267,0)   
